#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 01 00 00  59  8.6 10.6 99.00 99.00 99.00 999 1014.5 999.0  27.5 999.0 99.0 99.00 
2018 01 01 00 10  60  8.1 10.1 99.00 99.00 99.00 999 1014.5 999.0  27.5 999.0 99.0 99.00 
2018 01 01 00 20  58  8.5 10.3 99.00 99.00 99.00 999 1014.8 999.0  27.5 999.0 99.0 99.00 
2018 01 01 00 30  58  8.0 10.0 99.00 99.00 99.00 999 1014.9 999.0  27.5 999.0 99.0 99.00 
2018 01 01 00 40  58  8.0  9.9  1.69  6.67  5.10  76 1014.9 999.0  27.5 999.0 99.0 99.00 
2018 01 01 00 50  58  7.9  9.9 99.00 99.00 99.00 999 1015.0 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 00  58  8.4 10.1 99.00 99.00 99.00 999 1015.1 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 10  60  8.1 10.3 99.00 99.00 99.00 999 1015.1 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 20  58  8.0 10.1 99.00 99.00 99.00 999 1015.0 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 30  63  8.3 10.1 99.00 99.00 99.00 999 1015.1 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 40  59  8.5 11.1  1.63  5.56  5.10  82 1015.1 999.0  27.5 999.0 99.0 99.00 
2018 01 01 01 50  60  8.6 10.4 99.00 99.00 99.00 999 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 02 00  56  8.5 10.4 99.00 99.00 99.00 999 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 02 10  55  8.7 11.1 99.00 99.00 99.00 999 1015.3 999.0  27.5 999.0 99.0 99.00 
2018 01 01 02 20  60  8.8 11.0 99.00 99.00 99.00 999 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 02 30  57  8.2 10.5 99.00 99.00 99.00 999 1015.2 999.0  27.4 999.0 99.0 99.00 
2018 01 01 02 40  58  8.6 10.1  1.78  7.14  5.22  77 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 02 50  63  8.7 10.6 99.00 99.00 99.00 999 1015.3 999.0  27.4 999.0 99.0 99.00 
2018 01 01 03 00  63  8.6 10.1 99.00 99.00 99.00 999 1015.3 999.0  27.5 999.0 99.0 99.00 
2018 01 01 03 10  63  8.8 10.8 99.00 99.00 99.00 999 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 03 20  68  8.7 10.9 99.00 99.00 99.00 999 1015.2 999.0  27.5 999.0 99.0 99.00 
2018 01 01 03 30  62  9.1 10.8 99.00 99.00 99.00 999 1015.3 999.0  27.4 999.0 99.0 99.00 
2018 01 01 03 40  63  9.0 11.2  1.68  7.14  5.15  80 1015.3 999.0  27.4 999.0 99.0 99.00 
2018 01 01 03 50  65  9.0 11.3 99.00 99.00 99.00 999 1015.2 999.0  27.4 999.0 99.0 99.00 
2018 01 01 04 00  65  8.9 10.9 99.00 99.00 99.00 999 1015.2 999.0  27.4 999.0 99.0 99.00 
2018 01 01 04 10  63  8.8 10.4 99.00 99.00 99.00 999 1015.1 999.0  27.5 999.0 99.0 99.00 
2018 01 01 04 20  64  8.8 10.5 99.00 99.00 99.00 999 1015.0 999.0  27.4 999.0 99.0 99.00 
2018 01 01 04 30  64  8.9 10.6 99.00 99.00 99.00 999 1015.0 999.0  27.4 999.0 99.0 99.00 
2018 01 01 04 40  61  9.2 11.3  1.76  7.14  5.25  83 1014.9 999.0  27.4 999.0 99.0 99.00 
2018 01 01 04 50  63  8.5 11.0 99.00 99.00 99.00 999 1014.8 999.0  27.4 999.0 99.0 99.00 
2018 01 01 05 00  60  8.7 10.5 99.00 99.00 99.00 999 1014.8 999.0  27.4 999.0 99.0 99.00 
2018 01 01 05 10  63  8.7 10.8 99.00 99.00 99.00 999 1014.8 999.0  27.4 999.0 99.0 99.00 
