#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50  73  9.3 11.1  1.80  7.14  4.58  83 1012.4  26.4  27.0  21.5 99.0 99.00
2009 01 01 00 50  74  9.8 11.5  1.67  7.14  4.55  81 1013.1  26.5  27.0  21.3 99.0 99.00
2009 01 01 01 50  80  9.3 10.7  1.77  7.14  4.72  75 1013.4  26.5  27.0  21.2 99.0 99.00
2009 01 01 02 50  78  8.9 10.3  1.85  7.69  4.92  76 1013.5  26.5  27.0  21.2 99.0 99.00
2009 01 01 03 50  80  9.3 11.0  1.65  7.14  4.75  84 1013.3  26.4  27.0  21.1 99.0 99.00
2009 01 01 04 50  75  8.8 10.8  1.83  7.69  4.97  80 1012.8  26.3  27.0  21.7 99.0 99.00
2009 01 01 05 50  76  9.3 11.2  1.64  7.69  4.76  80 1012.6  26.3  27.0  21.3 99.0 99.00
2009 01 01 06 50  76  8.5 10.1  1.76  7.14  4.98  72 1012.2  26.3  27.0  21.6 99.0 99.00
2009 01 01 07 50  75  8.4  9.8  1.73  6.67  5.00  85 1012.0  26.2  27.0  21.1 99.0 99.00
2009 01 01 08 50  74  8.7 10.2  1.71  7.69  4.87  80 1012.1  26.3  27.0  21.2 99.0 99.00
2009 01 01 09 50  65  9.0 10.6  1.72  7.69  4.68  80 1012.3  26.3  27.0  21.1 99.0 99.00
2009 01 01 10 50  58  9.6 10.8  1.64  7.69  4.56  93 1012.8  26.3  27.0  21.0 99.0 99.00
2009 01 01 11 50  61 10.0 11.7  1.65  7.69  4.57  86 1013.5  26.4  27.0  20.9 99.0 99.00
2009 01 01 12 50  70  9.4 11.6  1.67  7.14  4.61  82 1014.1  26.4  27.0  21.3 99.0 99.00
2009 01 01 13 50  74 10.4 11.8  1.68  7.14  4.55  91 1014.6  26.9  27.0  19.7 99.0 99.00
2009 01 01 14 50  73  9.0 10.6  1.64  6.25  4.59 104 1014.8  26.9  27.0  20.8 99.0 99.00
2009 01 01 15 50  78  9.2 10.7  1.57  7.69  4.55  89 1014.6  26.9  27.0  20.3 99.0 99.00
2009 01 01 16 50  77  9.1 10.7  1.51  7.14  4.53  94 1013.9  26.7  27.1  20.5 99.0 99.00
2009 01 01 17 50  72  9.2 10.8  1.45  7.14  4.71  92 1013.1  26.8  27.1  20.9 99.0 99.00
2009 01 01 18 50  77  9.9 12.5  1.58  7.69  4.59  97 1012.1  26.7  27.0  21.2 99.0 99.00
2009 01 01 19 50  87  9.9 11.7  1.60  7.14  4.55  89 1011.5  26.9  27.0  20.6 99.0 99.00
2009 01 01 20 50  82  9.9 12.0  1.71  7.14  4.56  92 1011.4  26.9  27.0  20.6 99.0 99.00
2009 01 01 21 50  83 10.1 12.2  1.78  6.67  4.55  90 1011.6  26.8  27.0  19.9 99.0 99.00
2009 01 01 22 50  81 10.0 12.0  1.69  6.67  4.59  89 1012.2  26.7  26.9  19.4 99.0 99.00
2009 01 01 23 50  62  9.5 10.8  1.72  6.25  4.59  98 1012.8  26.6  26.8  20.2 99.0 99.00
2009 01 02 00 50  66 10.1 11.4  1.80  6.67  4.46  95 1013.4  26.5  26.8  20.7 99.0 99.00
2009 01 02 01 50  61 10.1 12.0  1.65  7.14  4.39  99 1013.8  26.5  26.8  20.9 99.0 99.00
2009 01 02 02 50  61 10.9 13.3  1.79  7.14  4.51  84 1014.1  26.5  26.8  20.1 99.0 99.00
2009 01 02 03 50  63  9.9 11.4  1.89  6.67  4.50  99 1013.9  26.5  26.8  20.4 99.0 99.00
2009 01 02 04 50  69 10.5 12.3  1.69  6.67  4.19  95 1013.7  26.5  26.9  20.1 99.0 99.00
2009 01 02 05 50  72 10.7 12.5  1.74  7.14  4.39 105 1013.3  26.4  26.9  20.0 99.0 99.00
2009 01 02 06 50  82 11.2 13.1  1.84  7.14  4.64 109 1012.6  26.3  26.9  19.7 99.0 99.00
2009 01 02 07 50  81 11.2 12.9  1.79  6.67  4.39 110 1012.3  26.3  27.0  19.7 99.0 99.00
2009 01 02 08 50  82 10.3 12.3  1.95  6.25  4.69  97 1012.3  26.3  27.0  19.6 99.0 99.00
2009 01 02 09 50  83 10.1 11.8  1.89  6.67  4.75 106 1012.4  26.3  27.0  19.5 99.0 99.00
2009 01 02 10 50  81  9.6 11.1  1.78  6.67  4.61 106 1012.7  26.2  26.9  20.2 99.0 99.00
2009 01 02 11 50  78 10.2 11.8  1.77  6.67  4.78 102 1013.2  26.3  26.9  20.0 99.0 99.00
2009 01 02 12 50  79 10.2 11.9  1.71  6.67  4.44 105 1013.9  26.5  26.9  19.7 99.0 99.00
2009 01 02 13 50  82  9.9 11.7  1.78  6.67  4.54 109 1014.7  26.8  26.9  19.1 99.0 99.00
2009 01 02 14 50  78 10.5 12.2  1.74  6.67  4.61 102 1014.8  26.6  27.0  20.0 99.0 99.00
2009 01 02 15 50  86 10.6 12.3  1.86  6.67  4.54 103 1014.5  26.7  27.0  19.4 99.0 99.00
2009 01 02 16 50  88 10.7 12.8  1.86  6.67  4.59 109 1013.7  26.7  27.1  19.6 99.0 99.00
2009 01 02 17 50  89 10.3 12.0  2.08  6.67  4.89  99 1012.9  26.7  27.1  19.1 99.0 99.00
2009 01 02 18 50  88  9.6 11.6  1.90  6.67  4.79  91 1012.1  26.6  27.2  20.4 99.0 99.00
2009 01 02 19 50  84 10.3 12.2  2.02  6.67  4.87 100 1011.6  26.7  27.1  19.4 99.0 99.00
2009 01 02 20 50  76 10.1 12.3  2.07  6.67  4.95  96 1011.5  26.7  27.1  19.8 99.0 99.00
2009 01 02 21 50  71 10.7 12.4  1.94  7.14  4.77 107 1011.8  26.6  27.1  19.9 99.0 99.00
2009 01 02 22 50  68 10.2 12.0  2.01  7.14  4.89 103 1012.5  26.5  27.1  20.4 99.0 99.00
2009 01 02 23 50  71 11.0 12.7  2.03  6.67  4.75  93 1012.8  26.4  27.0  20.0 99.0 99.00
2009 01 03 00 50  68 11.0 13.6  2.04  7.14  4.93 107 1013.4  26.4  27.0  19.9 99.0 99.00
2009 01 03 01 50  64 10.8 12.4  2.00  6.25  4.76  87 1013.9  26.4  27.0  20.9 99.0 99.00
2009 01 03 02 50  67 10.5 12.5  1.97  7.14  4.74  90 1014.2  26.3  26.9  21.2 99.0 99.00
2009 01 03 03 50  70 10.0 11.8  2.01  7.14  4.94  80 1014.1  26.2  26.9  21.2 99.0 99.00
2009 01 03 04 50  67  9.8 11.1  2.19  7.69  5.31  96 1013.9  26.2  26.9  20.8 99.0 99.00
2009 01 03 05 50  70  9.7 11.0  2.21  7.69  5.21  90 1013.5  26.1  27.0  20.5 99.0 99.00
2009 01 03 06 50  68  9.8 11.2  2.12  7.69  5.29  95 1012.7  26.1  27.0  21.0 99.0 99.00
2009 01 03 07 50  65  9.7 10.8  2.06  7.14  5.29  98 1012.3  26.2  27.1  20.4 99.0 99.00
2009 01 03 08 50  63  9.5 12.2  2.05  7.69  5.13  96 1012.1  26.2  27.1  20.5 99.0 99.00
2009 01 03 09 50  61  9.3 11.4  2.09  7.69  5.40  93 1012.1  26.1  27.1  20.1 99.0 99.00
2009 01 03 10 50  64  9.3 10.5  2.07  7.14  5.21 101 1012.3  26.0  27.1  20.2 99.0 99.00
2009 01 03 11 50  63  9.3 10.9  1.87  7.14  4.97  94 1013.0  26.1  27.1  20.0 99.0 99.00
2009 01 03 12 50  68  9.9 11.7  1.69  7.14  4.79  88 1013.5  26.4  27.0  19.9 99.0 99.00
