#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2021 06 01 00 00  80  7.8 10.2 99.00 99.00 99.00 999 1014.1  27.5  28.1  25.3 99.0 99.00 
2021 06 01 00 10  81  8.1  9.6 99.00 99.00 99.00 999 1014.1  27.7  28.0  24.9 99.0 99.00 
2021 06 01 00 20  81  7.7  9.5 99.00 99.00 99.00 999 1014.3  27.8  28.1  25.1 99.0 99.00 
2021 06 01 00 30  81  8.0  9.8 99.00 99.00 99.00 999 1014.3  27.8  28.0  25.0 99.0 99.00 
2021 06 01 00 40  81  7.9  9.8  1.38  7.69  4.84  99 1014.4  27.8  28.0  24.8 99.0 99.00 
2021 06 01 00 50  78  8.1 10.2 99.00 99.00 99.00 999 1014.4  27.8  28.0  24.9 99.0 99.00 
2021 06 01 01 00  79  8.1  9.8 99.00 99.00 99.00 999 1014.6  27.8  28.0  24.9 99.0 99.00 
2021 06 01 01 10  79  8.0  9.7 99.00 99.00 99.00 999 1014.6  27.8  28.0  25.0 99.0 99.00 
2021 06 01 01 20  80  8.2 10.0 99.00 99.00 99.00 999 1014.6  27.8  28.0  24.9 99.0 99.00 
2021 06 01 01 30  82  8.0  9.7 99.00 99.00 99.00 999 1014.6  27.8  28.0  24.9 99.0 99.00 
2021 06 01 01 40  80  8.6 10.1  1.45  7.14  4.98 109 1014.7  27.8  28.0  24.7 99.0 99.00 
2021 06 01 01 50  81  8.4 10.8 99.00 99.00 99.00 999 1014.7  27.8  28.0  24.7 99.0 99.00 
2021 06 01 02 00  79  8.4 10.5 99.00 99.00 99.00 999 1014.7  27.8  28.0  24.6 99.0 99.00 
2021 06 01 02 10  82  8.2 10.0 99.00 99.00 99.00 999 1014.8  27.8  28.0  24.7 99.0 99.00 
2021 06 01 02 20  77  8.3  9.6 99.00 99.00 99.00 999 1014.8  27.8  28.0  25.0 99.0 99.00 
2021 06 01 02 30  81  8.3 10.3 99.00 99.00 99.00 999 1014.8  27.7  28.0  24.7 99.0 99.00 
2021 06 01 02 40  82  8.1 10.0  1.50  7.69  5.04 105 1014.8  27.8  28.0  25.0 99.0 99.00 
