#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 12 31 23 50  89  9.4 11.1  2.45  8.33  5.98  90 1015.7  27.4  27.6  22.5 99.0 99.00
2016 01 01 00 50  84  9.1 11.7  2.49  8.33  6.06  99 1016.2  27.1  27.6  23.3 99.0 99.00
2016 01 01 01 50  92  9.1 10.8  2.39  7.69  5.88  92 1016.5  27.4  27.6  22.9 99.0 99.00
2016 01 01 02 50  85 10.1 12.2  2.16  8.33  5.69  95 1016.2  27.0  27.6  23.2 99.0 99.00
2016 01 01 03 50  90 10.4 12.8  2.19  7.69  5.75  90 1015.8  27.2  27.6  22.5 99.0 99.00
2016 01 01 04 50  90 10.8 12.7  2.27  8.33  5.72  95 1015.3  27.2  27.6  22.3 99.0 99.00
2016 01 01 05 50 100 10.6 12.3  2.13  7.69  5.71  92 1014.7  27.2  27.6  21.9 99.0 99.00
2016 01 01 06 50  92 10.2 12.5  2.10  7.69  5.62  90 1014.1  27.1  27.6  22.2 99.0 99.00
2016 01 01 07 50  97 10.2 11.7  2.37  7.14  5.84 100 1013.8  27.1  27.6  22.1 99.0 99.00
2016 01 01 08 50  99  9.5 11.2  2.31  7.14  5.76 107 1014.0  27.1  27.5  22.0 99.0 99.00
2016 01 01 09 50  97  9.7 11.7  2.37  7.14  5.94  87 1014.4  27.1  27.5  22.2 99.0 99.00
2016 01 01 10 50  94 10.1 12.1  2.18  7.69  5.67  85 1014.7  27.1  27.5  22.2 99.0 99.00
2016 01 01 11 50  93 10.2 12.9  2.21  7.69  5.70  74 1015.1  27.3  27.5  21.5 99.0 99.00
2016 01 01 12 50  94  9.8 11.6  2.17  7.14  5.66  84 1016.0  27.3  27.5  22.1 99.0 99.00
2016 01 01 13 50  89  9.7 11.6  2.22  7.69  5.74  86 1016.6  27.3  27.5  22.3 99.0 99.00
2016 01 01 14 50  87  9.7 11.8  2.23  7.14  5.78  85 1016.5  27.3  27.6  22.1 99.0 99.00
2016 01 01 15 50  89  9.6 11.5  2.36  7.14  5.89  85 1016.1  27.3  27.6  22.6 99.0 99.00
2016 01 01 16 50  84 10.2 11.9  2.34  7.14  5.79  75 1015.1  27.2  27.6  22.5 99.0 99.00
2016 01 01 17 50  87 10.3 12.1  2.39  7.69  5.82  92 1014.3  27.2  27.6  22.4 99.0 99.00
2016 01 01 18 50  87 10.2 12.7  2.50  7.69  5.97  76 1013.4  27.3  27.6  22.2 99.0 99.00
2016 01 01 19 50  91 10.2 11.5  2.44  7.69  5.98  82 1013.2  27.3  27.6  21.7 99.0 99.00
2016 01 01 20 50  91  9.7 11.5  2.65  7.69  6.10  87 1013.4  27.3  27.6  21.9 99.0 99.00
2016 01 01 21 50  92  9.3 11.1  2.77  7.69  6.28  91 1013.7  27.3  27.6  22.0 99.0 99.00
2016 01 01 22 50  92  9.4 11.1  2.43  8.33  5.89  92 1014.2  27.3  27.6  22.0 99.0 99.00
2016 01 01 23 50  90  9.7 11.5  2.43  7.69  5.81 103 1014.8  27.4  27.6  21.9 99.0 99.00
2016 01 02 00 50  89  9.9 11.9  2.49  7.69  6.12  85 1015.3  27.3  27.6  22.3 99.0 99.00
2016 01 02 01 50  83 10.0 11.5  2.55  7.69  5.92 112 1015.8  27.1  27.6  22.4 99.0 99.00
2016 01 02 02 50  89 10.1 12.5  2.50  7.69  5.90 106 1015.7  27.2  27.5  22.0 99.0 99.00
2016 01 02 03 50  89 10.0 11.6  2.30  7.69  5.72 113 1015.3  27.1  27.5  22.0 99.0 99.00
2016 01 02 04 50  91 10.0 11.5  2.39  7.69  5.97 104 1014.9  27.0  27.5  21.9 99.0 99.00
2016 01 02 05 50  89  9.4 11.0  2.29  7.14  5.69 105 1014.3  27.0  27.5  22.2 99.0 99.00
2016 01 02 06 50  86  9.0 10.1  2.18  7.69  5.79 107 1013.8  27.0  27.5  22.3 99.0 99.00
2016 01 02 07 50  80  9.2 11.0  2.14  7.69  5.78 114 1013.7  26.9  27.5  22.6 99.0 99.00
2016 01 02 08 50  85  9.3 11.1  2.35  6.25  5.85  89 1013.8  26.9  27.5  22.8 99.0 99.00
2016 01 02 09 50  88  8.6 10.3  2.19  7.14  5.76 107 1014.3  27.0  27.5  22.7 99.0 99.00
2016 01 02 10 50  86  8.7 10.2  2.16  7.69  5.80 106 1014.6  26.6  27.5  23.3 99.0 99.00
2016 01 02 11 50  85  7.4  9.2  2.14  6.67  5.70  99 1015.4  26.6  27.5  23.4 99.0 99.00
2016 01 02 12 50  94  8.6 10.9  2.02  7.14  5.59 121 1016.0  27.3  27.5  23.3 99.0 99.00
2016 01 02 13 50  97  8.4  9.6  2.06  7.14  5.61 117 1016.7  27.4  27.5  23.1 99.0 99.00
2016 01 02 14 50 100  9.2 10.8  2.06  7.14  5.64  99 1016.5  27.4  27.6  22.9 99.0 99.00
2016 01 02 15 50 101  8.7 10.1  1.94  7.14  5.46 113 1015.7  27.3  27.6  23.0 99.0 99.00
2016 01 02 16 50 100  7.8  9.5  1.78  7.14  5.25 117 1014.9  27.3  27.6  23.3 99.0 99.00
2016 01 02 17 50 102  9.2 11.1  1.83  7.14  5.42 109 1014.1  26.9  27.6  23.0 99.0 99.00
2016 01 02 18 50  96  8.6 10.1  1.85  6.67  5.30 104 1013.6  25.7  27.6  22.4 99.0 99.00
2016 01 02 19 50 139  9.4 11.8  1.79  6.67  5.32 102 1013.5  25.9  27.6  22.2 99.0 99.00
2016 01 02 20 50  90  7.7  9.6  1.81  6.67  5.46 100 1013.7  26.4  27.6  23.9 99.0 99.00
2016 01 02 21 50 102  9.0 10.8  2.06  6.67  5.63 100 1013.8  27.3  27.6  23.0 99.0 99.00
2016 01 02 22 50 101  9.0 10.6  1.97  7.69  5.48 103 1014.4  27.3  27.6  22.2 99.0 99.00
2016 01 02 23 50 104  8.1  9.9  2.05  7.69  5.64 107 1015.2  27.3  27.5  22.2 99.0 99.00
