#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 05 29 19 50 340  2.7  3.4  0.38  7.14  4.37 999 1010.3  29.7  29.8  22.6 99.0 99.00
2010 05 29 20 50 342  2.4  3.0  0.42  7.14  4.62 999 1010.0  29.3  29.7  22.1 99.0 99.00
2010 05 29 21 50   9  2.3  2.9  0.37  8.33  4.57 999 1009.7  29.0  29.5  23.3 99.0 99.00
2010 05 29 22 50  30  2.8  3.4  0.40  7.69  4.67 999 1009.9  28.8  29.4  23.5 99.0 99.00
2010 05 29 23 50  29  2.1  2.8  0.39  7.14  4.64 999 1010.1  28.8  29.4  23.2 99.0 99.00
2010 05 30 00 50  33  2.4  3.5  0.33  7.14  4.54 999 1010.5  28.8  29.5  23.3 99.0 99.00
2010 05 30 01 50  67  2.2  2.8  0.33  7.14  4.57 999 1011.0  28.7  29.1  23.2 99.0 99.00
2010 05 30 02 50  46  2.2  2.8  0.30  7.69  4.44 999 1011.4  28.8  29.1  23.0 99.0 99.00
2010 05 30 03 50  70  1.8  2.3  0.31  7.14  4.49 999 1011.7  28.8  29.1  23.0 99.0 99.00
2010 05 30 04 50  69  0.9  1.3  0.28  7.14  4.44 999 1011.8  28.7  29.1  22.9 99.0 99.00
2010 05 30 05 50 128  1.0  1.3  0.28  7.14  4.54 999 1011.5  28.6  29.1  23.1 99.0 99.00
2010 05 30 06 50 136  1.7  2.2  0.27  7.14  4.46 999 1010.9  28.5  29.1  23.2 99.0 99.00
2010 05 30 07 50 120  2.0  2.7  0.27  7.69  4.37 999 1010.4  28.4  29.2  23.7 99.0 99.00
2010 05 30 08 50 145  2.8  3.3  0.25  7.14  4.65 999 1010.5  28.4  29.0  23.9 99.0 99.00
2010 05 30 09 50 145  2.8  3.6  0.28  7.14  4.78 999 1010.9  28.6  28.9  23.0 99.0 99.00
2010 05 30 10 50 131  3.0  3.6  0.28  9.09  4.87 999 1011.2  28.5  29.0  23.8 99.0 99.00
2010 05 30 11 50 135  3.1  3.6  0.27  9.09  4.79 999 1011.9  28.5  29.0  24.2 99.0 99.00
2010 05 30 12 50 103  2.6  3.1  0.26  7.14  4.64 999 1012.3  29.2  29.0  24.3 99.0 99.00
2010 05 30 13 50 133  2.8  3.6  0.30  7.14  4.71 999 1013.0  29.3  29.2  24.6 99.0 99.00
2010 05 30 14 50 150  3.3  3.8  0.31  9.09  4.91 999 1013.1  29.2  29.3  24.4 99.0 99.00
2010 05 30 15 50 138  3.7  4.5  0.31  9.09  4.71 999 1012.9  29.4  29.5  23.6 99.0 99.00
2010 05 30 16 50 129  3.6  4.6  0.29  6.67  4.70 999 1012.7  29.3  29.7  24.2 99.0 99.00
2010 05 30 17 50 136  3.5  4.0  0.29  5.00  4.55 999 1012.6  29.5  29.9  24.2 99.0 99.00
2010 05 30 18 50 125  3.3  4.2  0.31  5.00  4.54 999 1012.0  29.3  29.9  24.3 99.0 99.00
2010 05 30 19 50 123  2.8  3.7  0.30  5.00  4.39 999 1011.8  29.4  29.6  24.3 99.0 99.00
2010 05 30 20 50 131  3.1  3.9  0.32  4.55  4.48 999 1011.5  29.4  29.8  24.6 99.0 99.00
2010 05 30 21 50 144  2.8  3.4  0.30  9.09  4.29 999 1011.3  29.1  29.7  25.1 99.0 99.00
2010 05 30 22 50 126  2.0  2.6  0.32  4.76  3.99 999 1011.4  29.1  29.5  25.4 99.0 99.00
2010 05 30 23 50 128  2.2  2.8  0.31  4.76  3.95 999 1012.0  28.9  29.6  25.2 99.0 99.00
2010 05 31 00 50 108  3.2  3.7  0.32  4.35  3.87 999 1012.5  28.8  29.4  25.5 99.0 99.00
2010 05 31 01 50 101  3.4  4.0  0.32  3.70  3.77 999 1013.3  28.9  29.3  25.7 99.0 99.00
2010 05 31 02 50  99  3.9  4.3  0.31  4.35  3.69 999 1013.8  28.7  29.3  26.0 99.0 99.00
2010 05 31 03 50 112  4.4  5.0  0.31  3.45  3.67 999 1013.8  28.7  29.2  25.6 99.0 99.00
2010 05 31 04 50 120  3.9  4.5  0.30  6.25  3.62 999 1013.9  28.6  29.1  25.9 99.0 99.00
2010 05 31 05 50 116  4.5  4.9  0.28  3.33  3.54 999 1013.6  28.5  29.2  25.9 99.0 99.00
2010 05 31 06 50 132  4.7  5.4  0.28  3.45  3.45 999 1013.2  28.5  29.1  25.9 99.0 99.00
2010 05 31 07 50 132  4.9  5.6  0.28  3.45  3.37 999 1013.1  28.4  29.0  26.0 99.0 99.00
2010 05 31 08 50 134  5.5  6.2  0.29  4.35  3.28 999 1012.7  28.4  28.9  25.8 99.0 99.00
2010 05 31 09 50 133  4.8  5.4  0.31  4.35  2.96 999 1013.0  28.3  28.8  25.6 99.0 99.00
2010 05 31 10 50 128  5.1  6.0  0.32  4.17  3.11 999 1013.1  28.3  28.8  25.7 99.0 99.00
2010 05 31 11 50 128  5.0  5.8  0.36  4.35  3.13 999 1013.5  28.9  28.9  25.0 99.0 99.00
2010 05 31 12 50 123  5.5  6.3  0.39  4.00  3.19 999 1014.1  29.0  29.0  25.4 99.0 99.00
2010 05 31 13 50 122  5.4  6.1  0.40  4.35  3.16 999 1014.6  29.0  29.2  25.6 99.0 99.00
2010 05 31 14 50 127  4.6  5.4  0.43  2.74  3.13 999 1015.0  29.1  29.3  25.4 99.0 99.00
2010 05 31 15 50 122  4.8  5.4  0.42  4.76  3.27 999 1014.8  29.1  29.5  25.1 99.0 99.00
2010 05 31 16 50 129  4.2  4.8  0.40  3.03  3.19 999 1014.7  29.2  29.8  25.4 99.0 99.00
2010 05 31 17 50 127  3.2  3.9  0.36  4.55  3.22 999 1014.4  29.3  29.9  24.9 99.0 99.00
2010 05 31 18 50 137  3.4  4.2  0.35  4.76  3.20 999 1014.0  29.4  30.1  25.3 99.0 99.00
2010 05 31 19 50 129  3.4  4.6  0.36  4.55  3.35 999 1013.6  29.5  30.3  24.8 99.0 99.00
2010 05 31 20 50 124  4.0  4.5  0.36  4.76  3.49 999 1013.2  29.5  30.1  24.8 99.0 99.00
2010 05 31 21 50 118  3.9  4.7  0.37  4.17  3.55 999 1013.2  29.5  30.0  24.9 99.0 99.00
2010 05 31 22 50 124  4.1  5.0  0.36  4.00  3.51 999 1013.2  29.3  29.7  25.1 99.0 99.00
2010 05 31 23 50 127  3.9  4.5  0.37  3.70  3.56 999 1013.5  29.0  29.6  25.2 99.0 99.00
2010 06 01 00 50 132  3.7  4.2  0.35  3.85  3.50 999 1014.2  29.0  29.4  25.1 99.0 99.00
2010 06 01 01 50 132  4.3  5.0  0.38  4.17  3.50 999 1014.7  29.0  29.3  25.2 99.0 99.00
2010 06 01 02 50 140  4.0  4.7  0.36  4.00  3.45 999 1014.9  28.9  29.3  25.3 99.0 99.00
2010 06 01 03 50 135  4.2  4.9  0.34  3.85  3.43 999 1015.0  28.8  29.2  25.5 99.0 99.00
2010 06 01 04 50 133  3.9  4.4  0.33  4.00  3.46 999 1015.0  28.7  29.2  25.2 99.0 99.00
2010 06 01 05 50 114  2.4  2.8  0.33  4.35  3.54 999 1014.1  28.6  29.2  25.3 99.0 99.00
2010 06 01 06 50 111  2.9  3.5  0.37  3.57  3.59 999 1013.8  28.5  29.2  25.2 99.0 99.00
2010 06 01 07 50 121  2.8  3.5  0.35  4.35  3.66 999 1013.3  28.5  29.1  25.0 99.0 99.00
2010 06 01 08 50 102  1.5  2.0  0.36  4.00  3.73 999 1013.3  28.4  29.1  25.3 99.0 99.00
2010 06 01 09 50 107  3.3  4.2  0.30  4.17  3.69 999 1013.3  28.4  29.0  25.4 99.0 99.00
2010 06 01 10 50  95  2.8  3.6  0.27  4.17  3.59 999 1013.3  28.4  29.2  25.2 99.0 99.00
2010 06 01 11 50  90  3.1  3.8  0.26  4.00  3.70 999 1013.8  28.7  29.3  25.3 99.0 99.00
2010 06 01 12 50  72  4.4  5.1  0.24 99.00  3.56 999 1014.2  29.3  29.3  25.2 99.0 99.00
2010 06 01 13 50  68  4.5  5.3  0.24 99.00  3.29 999 1014.9  29.4  29.4  24.8 99.0 99.00
2010 06 01 14 50  83  5.0  6.0  0.27  3.57  3.14 999 1015.2  29.3  29.5  24.4 99.0 99.00
2010 06 01 15 50  84  4.4  5.1  0.28  3.13  3.06 999 1015.0  29.3  29.6  24.3 99.0 99.00
2010 06 01 16 50 100  3.9  4.9  0.28  2.94  3.10 999 1014.9  29.1  29.7  24.4 99.0 99.00
2010 06 01 17 50 102  3.6  4.1  0.26  2.86  3.16 999 1014.4  29.1  29.9  24.2 99.0 99.00
2010 06 01 18 50 107  3.3  4.2  0.24 99.00  3.15 999 1014.0  29.2  30.0  23.7 99.0 99.00
2010 06 01 19 50 107  4.6  5.3  0.24 99.00  3.13 999 1013.2  29.3  30.1  23.4 99.0 99.00
2010 06 01 20 50 116  4.8  5.7  0.25  3.45  3.27 999 1012.7  29.6  29.9  23.1 99.0 99.00
2010 06 01 21 50 120  5.7  6.5  0.23 99.00  2.96 999 1012.3  29.4  29.7  24.1 99.0 99.00
2010 06 01 22 50 116  5.4  6.3  0.28  2.06  2.74 999 1012.2  29.1  29.4  25.0 99.0 99.00
2010 06 01 23 50  98  5.0  5.7  0.28  2.25  2.75 999 1011.7  28.9  29.3  24.7 99.0 99.00
2010 06 02 00 50  84  4.6  5.2  0.28  2.86  2.80 999 1012.2  28.9  29.3  25.3 99.0 99.00
2010 06 02 01 50  83  4.7  5.5  0.28  2.47  2.75 999 1012.1  28.9  29.1  25.4 99.0 99.00
2010 06 02 02 50  82  5.5  6.2  0.29  2.25  2.74 999 1012.3  29.1  29.1  25.4 99.0 99.00
2010 06 02 03 50  96  6.0  6.9  0.29  2.35  2.79 999 1012.5  29.1  29.1  25.6 99.0 99.00
2010 06 02 04 50  92  6.0  7.0  0.34  2.60  2.70 999 1012.4  29.0  29.1  25.6 99.0 99.00
2010 06 02 05 50 102  5.8  6.9  0.37  2.94  2.81 999 1012.1  29.0  29.1  25.7 99.0 99.00
2010 06 02 06 50 103  4.0  4.6  0.41  3.03  2.92 999 1011.8  28.9  29.1  25.4 99.0 99.00
2010 06 02 07 50  75  5.0  6.4  0.34  3.03  3.08 999 1011.5  28.2  29.0  25.0 99.0 99.00
2010 06 02 08 50 115  4.8  5.3  0.32  2.86  3.05 999 1011.6  28.9  29.0  25.1 99.0 99.00
2010 06 02 09 50 115  4.8  5.4  0.34  3.13  3.03 999 1011.8  28.8  29.0  25.0 99.0 99.00
2010 06 02 10 50 120  5.6  6.4  0.32  3.13  3.10 999 1011.9  28.8  29.0  25.3 99.0 99.00
2010 06 02 11 50 115  5.6  6.3  0.33  2.86  3.00 999 1012.2  29.1  29.1  25.3 99.0 99.00
2010 06 02 12 50 108  5.4  6.3  0.32  3.03  3.03 999 1012.6  29.5  29.1  25.2 99.0 99.00
2010 06 02 13 50 109  5.3  6.1  0.34  3.23  3.04 999 1012.7  29.5  29.2  25.0 99.0 99.00
2010 06 02 14 50 103  4.2  4.7  0.31  3.13  3.12 999 1013.0  29.6  29.3  24.7 99.0 99.00
2010 06 02 15 50 102  4.6  5.4  0.30  3.13  3.18 999 1012.6  29.5  29.6  25.0 99.0 99.00
2010 06 02 16 50 107  4.0  4.7  0.33  3.23  3.24 999 1012.3  29.6  29.8  24.7 99.0 99.00
2010 06 02 17 50 116  4.4  5.2  0.36  3.85  3.36 999 1012.0  29.7  30.0  24.9 99.0 99.00
2010 06 02 18 50 105  4.9  5.9  0.39  3.70  3.37 999 1011.5  29.8  30.1  25.3 99.0 99.00
2010 06 02 19 50 119  5.2  6.2  0.41  3.45  3.43 999 1011.0  29.8  30.1  25.6 99.0 99.00
2010 06 02 20 50 118  6.3  7.2  0.44  3.85  3.38 999 1010.0  29.8  30.0  25.5 99.0 99.00
2010 06 02 21 50 116  5.7  6.6  0.49  3.85  3.34 999 1010.0  29.9  29.8  25.4 99.0 99.00
2010 06 02 22 50 111  4.7  5.4  0.48  4.55  3.36 999 1010.4  30.0  29.8  25.4 99.0 99.00
2010 06 02 23 50 102  4.6  5.3  0.44  3.85  3.49 999 1010.5  29.3  29.5  26.1 99.0 99.00
2010 06 03 00 50 106  4.1  4.8  0.43  4.00  3.58 999 1011.0  29.3  29.5  26.1 99.0 99.00
2010 06 03 01 50  91  5.4  6.2  0.47  4.17  3.61 999 1011.5  29.3  29.4  26.3 99.0 99.00
2010 06 03 02 50 107  4.8  6.0  0.48  4.17  3.58 999 1012.0  29.1  29.4  26.3 99.0 99.00
2010 06 03 03 50  95  5.6  6.8  0.47  4.76  3.62 999 1012.3  29.3  29.3  26.4 99.0 99.00
2010 06 03 04 50  80  7.2  8.5  0.51  4.35  3.52 999 1011.9  29.0  29.2  26.0 99.0 99.00
2010 06 03 05 50 101  5.9  6.7  0.59  4.76  3.58 999 1011.1  28.9  29.1  26.5 99.0 99.00
2010 06 03 06 50 112  7.5  8.4  0.66  5.26  3.60 999 1010.5  29.1  29.1  26.2 99.0 99.00
2010 06 03 07 50 110  7.7  8.8  0.72  4.76  3.61 999 1010.1  29.1  28.9  25.8 99.0 99.00
2010 06 03 08 50 105  6.5  7.4  0.76  5.26  3.65 999 1010.1  29.0  29.1  26.4 99.0 99.00
2010 06 03 09 50 118  7.4  8.9  0.77  6.25  3.74 999 1010.6  29.0  29.0  26.2 99.0 99.00
2010 06 03 10 50 101  4.7  6.1  0.82  5.88  3.76 999 1011.0  27.5  29.0  25.4 99.0 99.00
2010 06 03 11 50 107  6.1  7.1  0.93  6.25  4.26 999 1011.5  29.2  28.9  26.2 99.0 99.00
2010 06 03 12 50 102  7.0  8.1  1.02  6.25  4.32 999 1011.8  29.6  28.9  25.9 99.0 99.00
2010 06 03 13 50 104  8.0  9.0  1.06  5.88  4.32 999 1012.1  29.8  28.9  25.7 99.0 99.00
2010 06 03 14 50 107  8.5  9.8  1.12  6.67  4.35 999 1012.8  29.8  29.2  25.4 99.0 99.00
2010 06 03 15 50 100  8.1  9.5  1.17  5.88  4.34 999 1012.7  29.8  29.5  25.7 99.0 99.00
2010 06 03 16 50 101  8.5  9.6  1.19  5.56  4.25 999 1012.0  29.8  29.7  25.7 99.0 99.00
2010 06 03 17 50  93  8.7 10.3  1.16  7.14  4.34 999 1011.1  29.9  29.7  25.8 99.0 99.00
2010 06 03 18 50 105  9.8 11.3  1.18  7.14  4.26 999 1010.3  30.0  29.7  25.7 99.0 99.00
2010 06 03 19 50 122  8.3  9.9  1.18  5.56  4.26 999 1010.2  29.5  29.5  25.6 99.0 99.00
2010 06 03 20 50 126  8.9 10.2  1.11  7.14  4.29 999 1009.9  29.5  29.5  26.0 99.0 99.00
2010 06 03 21 50 117  8.1  9.7  1.18  4.55  4.21 999 1009.8  29.2  29.5  26.2 99.0 99.00
2010 06 03 22 50 123  7.1  8.4  1.15  5.56  4.21 999 1009.8  29.0  29.5  25.9 99.0 99.00
2010 06 03 23 50 131  7.2  8.4  1.21  7.14  4.40 999 1010.2  29.2  29.4  26.4 99.0 99.00
2010 06 04 00 50 136  9.9 13.9  1.14  7.14  4.57 999 1010.9  27.2  29.4  26.0 99.0 99.00
2010 06 04 01 50 127  8.9 10.4  1.27  7.14  4.41 999 1011.1  28.6  29.4  26.3 99.0 99.00
2010 06 04 02 50 112  9.6 12.4  1.27  6.67  4.44 999 1011.5  28.3  29.3  26.1 99.0 99.00
2010 06 04 03 50 131  8.3  9.5  1.33  5.88  4.58 999 1012.1  29.2  29.3  26.8 99.0 99.00
2010 06 04 04 50 127  7.4  8.7  1.26  6.67  4.50 999 1012.0  29.3  29.3  26.6 99.0 99.00
2010 06 04 05 50 138  9.6 11.8  1.24  5.56  4.44 999 1012.0  26.9  29.2  25.9 99.0 99.00
2010 06 04 06 50 126  9.8 11.7  1.19  7.14  4.61 999 1011.6  27.6  29.2  25.9 99.0 99.00
