YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 07 03 00 331 12.2 15.0  2.84  8.33  5.88 999 1017.5  24.5  26.9 999.0 99.0 99.00
2006 01 07 04 00 331 12.2 14.5  2.74  9.09  5.95 999 1017.6  24.4  26.9 999.0 99.0 99.00
2006 01 07 05 00 325 10.4 12.3 99.00 99.00 99.00 999 1017.4  24.7  26.9 999.0 99.0 99.00
2006 01 07 06 00 333 11.1 13.0  2.51  7.69  5.75 999 1017.2  24.1  26.9 999.0 99.0 99.00
2006 01 07 07 00 321 10.3 12.4  2.56 10.00  5.89 999 1017.2  24.1  26.9 999.0 99.0 99.00
2006 01 07 08 00 322 10.5 12.5  2.47 10.81  6.28 999 1017.0  24.0  26.9 999.0 99.0 99.00
2006 01 07 09 00 316  9.3 12.3  2.35 10.81  6.02 999 1017.0  23.8  26.9 999.0 99.0 99.00
2006 01 07 10 00 321 10.5 11.9  2.06 10.81  5.87 999 1017.2  23.9  26.9 999.0 99.0 99.00
2006 01 07 11 00 329 10.1 12.2  2.27 11.43  6.16 999 1017.3  23.9  26.9 999.0 99.0 99.00
2006 01 07 12 00 322 10.0 12.1 99.00 99.00 99.00 999 1017.6  23.9  26.9 999.0 99.0 99.00
2006 01 07 13 00 316  9.6 11.7  2.51 11.43  6.44 999 1018.5  23.7  26.9 999.0 99.0 99.00
2006 01 07 14 00 329  9.8 11.7  2.40 11.43  6.28 999 1019.6  24.3  26.9 999.0 99.0 99.00
2006 01 07 15 00 333  9.4 12.2  2.41 11.43  6.43 999 1020.4  24.1  26.9 999.0 99.0 99.00
2006 01 07 16 00 353  9.6 11.9  2.21 11.43  5.90 999 1020.7  23.0  26.9 999.0 99.0 99.00
2006 01 07 17 00 352 10.4 12.9  2.41 11.43  6.12 999 1020.1  23.0  26.9 999.0 99.0 99.00
2006 01 07 18 00   1  9.7 11.7  2.30 11.43  6.44 999 1019.7  22.4  26.8 999.0 99.0 99.00
2006 01 07 19 00 351  9.7 12.2  2.42 11.43  6.53 999 1019.1  20.7  26.8 999.0 99.0 99.00
2006 01 07 20 00   5  9.2 11.7  2.18 11.43  6.16 999 1018.4  22.6  26.8 999.0 99.0 99.00
2006 01 07 21 00   8  9.3 11.7  2.26 11.43  6.29 999 1018.2  23.0  26.8 999.0 99.0 99.00
2006 01 07 22 00  14  8.9 11.4  2.31 11.43  6.59 999 1018.2  23.1  26.8 999.0 99.0 99.00
2006 01 07 23 00  15  9.3 11.8  2.38 11.43  6.53 999 1018.6  23.0  26.8 999.0 99.0 99.00
2006 01 08 00 00  14  9.0 11.6  2.24 11.43  6.35 999 1019.1  23.0  26.8 999.0 99.0 99.00
2006 01 08 01 00   6  8.6 10.4  2.20 11.43  6.45 999 1019.8  23.1  26.7 999.0 99.0 99.00
2006 01 08 02 00   0  8.0 10.2  1.90 11.43  5.89 999 1020.5  23.3  26.7 999.0 99.0 99.00
2006 01 08 03 00 358  6.3  7.9  1.98 11.43  6.13 999 1020.8  23.1  26.7 999.0 99.0 99.00
2006 01 08 04 00  22  7.6  9.8  1.75 10.81  5.94 999 1020.7  23.4  26.7 999.0 99.0 99.00
2006 01 08 05 00  32  7.1  9.1  1.72 11.43  5.84 999 1020.4  23.3  26.7 999.0 99.0 99.00
2006 01 08 06 00  30  8.1 11.2 99.00 99.00 99.00 999 1020.0  23.5  26.7 999.0 99.0 99.00
2006 01 08 07 00  33  8.5 10.2  1.72 11.43  5.37 999 1019.7  22.8  26.7 999.0 99.0 99.00
2006 01 08 08 00  33  8.3 12.1  1.68 10.81  4.84 999 1019.0  22.7  26.7 999.0 99.0 99.00
2006 01 08 09 00  36  9.3 11.4  1.61 10.81  4.91 999 1018.6  22.8  26.7 999.0 99.0 99.00
2006 01 08 10 00  42  9.8 11.8  1.71 10.81  4.87 999 1018.9  22.9  26.7 999.0 99.0 99.00
2006 01 08 11 00  61  8.6 10.3  1.61  5.88  4.67 999 1019.1  23.1  26.7 999.0 99.0 99.00
2006 01 08 12 00  54  8.9 10.2  1.56 10.81  4.70 999 1019.4  23.2  26.7 999.0 99.0 99.00
2006 01 08 13 00  52  8.7 10.8  1.45  5.26  4.12 999 1020.0  23.0  26.7 999.0 99.0 99.00
2006 01 08 14 00  57  8.8 10.9  1.46  5.88  4.00 999 1020.7  23.2  26.7 999.0 99.0 99.00
2006 01 08 15 00  50  8.5 11.2  1.38  5.56  3.94 999 1021.2  23.0  26.7 999.0 99.0 99.00
2006 01 08 16 00  53  7.4 10.4  1.47  5.88  4.57 999 1021.2  23.1  26.7 999.0 99.0 99.00
