#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2010 12 31 23 50  87  9.0 10.5  1.37  6.25  4.26  95 1015.0  25.2  25.7  20.9 99.0 99.00
2011 01 01 00 50  82  8.8 10.3  1.44  7.14  4.42 100 1015.5  25.1  25.7  20.7 99.0 99.00
2011 01 01 01 50  90  9.3 10.9  1.37  7.69  4.27  96 1016.0  25.1  25.6  20.4 99.0 99.00
2011 01 01 02 50  89  9.6 11.3  1.46  6.25  4.34  96 1016.0  25.1  25.6  20.1 99.0 99.00
2011 01 01 03 50  89  9.2 10.9  1.44  7.69  4.23 100 1016.1  25.0  25.6  19.7 99.0 99.00
2011 01 01 04 50  95  9.0 10.6  1.49  7.14  4.40 108 1015.9  25.0  25.6  19.3 99.0 99.00
2011 01 01 05 50 101  8.8 10.5  1.54  6.25  4.58  93 1015.7  24.9  25.6  19.8 99.0 99.00
2011 01 01 06 50  97  8.9 10.1  1.49  6.67  4.40 112 1015.3  24.9  25.6  19.9 99.0 99.00
2011 01 01 07 50 114  8.0  9.3  1.48  5.88  4.43 102 1015.2  25.0  25.6  19.9 99.0 99.00
2011 01 01 08 50 112  7.6  8.5  1.39  5.88  4.34 101 1015.2  24.9  25.7  19.1 99.0 99.00
2011 01 01 09 50 110  6.8  8.1  1.43  5.00  4.55  89 1015.2  25.1  25.7  19.4 99.0 99.00
2011 01 01 10 50 104  6.8  8.4  1.29  6.25  4.51  92 1015.4  25.0  25.7  19.8 99.0 99.00
2011 01 01 11 50 113  6.8  8.3  1.25  6.67  4.58  96 1015.8  25.1  25.7  19.6 99.0 99.00
2011 01 01 12 50 114  6.6  7.4  1.34  7.14  4.71 105 1016.4  25.2  25.7  19.1 99.0 99.00
2011 01 01 13 50 114  5.9  6.6  1.33  7.14  4.79 102 1017.0  25.3  25.7  19.2 99.0 99.00
2011 01 01 14 50 105  5.8  7.2  1.27  7.14  4.83 106 1017.3  25.3  25.8  20.1 99.0 99.00
2011 01 01 15 50  98  9.0 10.3  1.23  7.14  4.49 104 1017.1  25.4  25.8  19.7 99.0 99.00
2011 01 01 16 50 109  9.4 10.5  1.38  6.67  4.51 107 1016.3  25.4  25.9  19.3 99.0 99.00
2011 01 01 17 50 113  9.2 10.5  1.52  7.14  4.40  93 1015.4  25.4  25.9  19.4 99.0 99.00
2011 01 01 18 50 107  9.5 10.7  1.57  7.14  4.38 101 1014.4  25.4  25.9  19.8 99.0 99.00
2011 01 01 19 50 112  8.9 10.3  1.43  6.25  4.30  99 1013.8  25.4  25.9  19.7 99.0 99.00
2011 01 01 20 50 107  8.5  9.7  1.39  6.67  4.36  99 1013.8  25.5  25.9  19.6 99.0 99.00
2011 01 01 21 50 105  6.8  8.2  1.41  6.67  4.42  98 1014.5  25.4  25.9  19.8 99.0 99.00
2011 01 01 22 50 105  6.0  6.8  1.39  6.67  4.55  94 1015.0  25.4  25.9  19.5 99.0 99.00
2011 01 01 23 50 106  6.4  7.6  1.42  6.67  4.61  98 1015.5  25.4  25.9  19.6 99.0 99.00
2011 01 02 00 50 107  6.6  8.0  1.23  6.25  4.53 111 1015.9  25.4  25.8  19.9 99.0 99.00
2011 01 02 01 50 106  8.0  9.2  1.23  7.14  4.44 107 1016.2  25.3  25.8  19.5 99.0 99.00
2011 01 02 02 50 105  7.6  8.9  1.31  7.69  4.67 105 1016.8  25.2  25.8  19.9 99.0 99.00
2011 01 02 03 50 110  6.8  7.7  1.41  7.69  4.90  91 1017.1  25.2  25.8  19.7 99.0 99.00
2011 01 02 04 50 114  7.0  8.2  1.33  8.33  4.81  97 1016.6  25.1  25.8  20.6 99.0 99.00
2011 01 02 05 50 107  7.5  8.5  1.26  7.14  4.84 100 1016.3  25.3  25.8  20.9 99.0 99.00
2011 01 02 06 50 108  8.3  9.9  1.39  7.69  4.87 108 1016.2  25.3  25.8  20.2 99.0 99.00
2011 01 02 07 50 109  7.8  8.9  1.40  7.69  4.68 102 1015.7  25.1  25.8  19.8 99.0 99.00
2011 01 02 08 50 113  6.9  8.6  1.29  7.69  4.76 106 1016.0  25.2  25.8  19.4 99.0 99.00
2011 01 02 09 50 119  6.7  7.9  1.34  7.69  4.90  96 1016.0  25.1  25.8  19.5 99.0 99.00
2011 01 02 10 50 102  7.0  8.9  1.41  8.33  5.15 106 1016.5  25.1  25.8  19.6 99.0 99.00
2011 01 02 11 50  93  6.9  7.9  1.40  7.69  4.92  97 1017.2  25.0  25.7  18.8 99.0 99.00
2011 01 02 12 50  86  5.9  6.8  1.37  7.69  4.91  97 1017.8  25.1  25.8  18.8 99.0 99.00
2011 01 02 13 50  90  5.9  6.8  1.40  7.69  5.31  82 1018.4  25.0  25.8  19.1 99.0 99.00
2011 01 02 14 50  92  7.3  8.6  1.29  7.69  5.01  98 1018.9  25.2  25.8  18.9 99.0 99.00
2011 01 02 15 50  80  7.3  8.4  1.36  7.14  4.90 100 1019.0  25.2  25.9  19.2 99.0 99.00
2011 01 02 16 50  71  6.5  7.9  1.47  8.33  5.16 101 1018.6  25.2  25.9  19.7 99.0 99.00
2011 01 02 17 50  70  6.3  7.5  1.49  7.69  5.05 101 1017.8  25.2  26.0  19.7 99.0 99.00
2011 01 02 18 50  71  6.2  7.5  1.44  7.69  4.97  96 1017.1  25.3  26.0  19.7 99.0 99.00
2011 01 02 19 50  64  6.1  7.7  1.37  8.33  4.95  99 1016.6  25.3  26.0  20.3 99.0 99.00
2011 01 02 20 50  71  6.4  7.2  1.44  7.69  4.94  91 1016.4  25.4  26.0  20.5 99.0 99.00
2011 01 02 21 50  67  7.5  8.6  1.35  8.33  4.87 103 1016.6  25.3  26.0  20.2 99.0 99.00
2011 01 02 22 50  66  8.0  9.2  1.34  7.14  4.58  97 1016.7  25.2  26.0  20.0 99.0 99.00
2011 01 02 23 50  64  8.4  9.7  1.41  8.33  4.73 100 1017.0  25.1  26.0  20.0 99.0 99.00
2011 01 03 00 50  64  8.0  9.2  1.44  7.69  4.74  95 1017.5  25.1  25.9  19.8 99.0 99.00
2011 01 03 01 50  62  7.3  8.3  1.35  8.33  4.35  86 1018.2  25.1  25.9  19.4 99.0 99.00
2011 01 03 02 50  62  8.2  9.2  1.39  7.69  4.63  99 1018.5  25.0  25.9  19.4 99.0 99.00
2011 01 03 03 50  66  8.5  9.6  1.32  9.09  4.38 103 1018.6  25.0  25.9  19.6 99.0 99.00
2011 01 03 04 50  60  8.9 10.4  1.35  8.33  4.35 100 1018.3  24.9  25.9  19.1 99.0 99.00
2011 01 03 05 50  60  8.4 10.7  1.41  8.33  4.40  98 1018.0  24.7  25.9  18.8 99.0 99.00
2011 01 03 06 50  61  7.7  8.9  1.45  8.33  4.55  97 1017.5  24.6  25.9  18.0 99.0 99.00
2011 01 03 07 50  74  7.8  9.3  1.46  8.33  4.78 102 1017.1  24.6  25.8  18.5 99.0 99.00
2011 01 03 08 50  78  7.2  8.6  1.38  9.09  4.75 105 1016.7  24.5  25.8  18.7 99.0 99.00
2011 01 03 09 50  69  8.2 10.2  1.39  9.09  4.67  97 1016.3  24.5  25.8  17.7 99.0 99.00
2011 01 03 10 50  74  6.8  8.0  1.37  9.09  4.74 100 1016.9  24.4  25.8  17.5 99.0 99.00
2011 01 03 11 50  77  6.5  7.9  1.27  4.55  4.60 999 1017.4  24.3  25.8  17.3 99.0 99.00
2011 01 03 12 50  73  7.1  9.0  1.31 10.00  4.98 102 1018.3  24.5  25.8  17.4 99.0 99.00
2011 01 03 13 50  75  6.2  7.0  1.17  8.33  4.68  99 1018.9  24.8  25.8  17.0 99.0 99.00
2011 01 03 14 50  50  5.7  7.0  1.22 10.00  4.98 108 1019.4  24.7  25.8  18.0 99.0 99.00
2011 01 03 15 50  48  5.4  6.5  1.15  9.09  4.70  99 1019.8  24.5  25.9  17.7 99.0 99.00
2011 01 03 16 50  37  5.4  6.4  1.22  7.69  5.07  92 1019.4  24.6  25.9  17.8 99.0 99.00
2011 01 03 17 50  40  5.2  6.5  1.23  7.14  4.97  92 1018.7  24.6  26.0  17.8 99.0 99.00
2011 01 03 18 50  47  5.8  6.9  1.17  6.67  5.05  92 1017.9  24.5  26.1  18.2 99.0 99.00
2011 01 03 19 50  32  5.8  7.4  1.08  9.09  4.60  91 1017.1  24.6  26.1  18.2 99.0 99.00
2011 01 03 20 50  38  7.0  8.4  1.11  7.69  4.68  93 1016.5  24.6  26.1  18.2 99.0 99.00
2011 01 03 21 50  40  7.9  9.1  1.11  7.14  4.52  87 1016.6  24.4  26.1  16.8 99.0 99.00
2011 01 03 22 50  51  7.5  8.9  1.20  9.09  4.42  82 1017.0  24.4  26.0  18.2 99.0 99.00
2011 01 03 23 50  48  9.0 10.6  1.21  6.67  4.19  90 1017.0  24.1  26.0  17.9 99.0 99.00
2011 01 04 00 50  53  7.9 10.0  1.25  6.67  4.26 105 1017.6  24.0  25.9  17.9 99.0 99.00
2011 01 04 01 50  57  7.9  9.3  1.32  7.14  4.33 108 1018.0  24.2  25.9  17.8 99.0 99.00
2011 01 04 02 50  69  7.8  8.9  1.26  6.67  4.28 100 1018.4  24.4  25.9  18.5 99.0 99.00
2011 01 04 03 50  62  8.0  9.4  1.41  9.09  4.49  74 1018.4  24.5  25.9  18.7 99.0 99.00
2011 01 04 04 50  52  7.5  8.8  1.34  8.33  4.60  65 1018.3  24.5  25.9  19.1 99.0 99.00
2011 01 04 05 50  66  8.7 10.3  1.42  8.33  4.44  45 1017.8  24.6  25.9  19.4 99.0 99.00
2011 01 04 06 50  78  8.8  9.9  1.45  7.14  4.46  96 1017.4  24.6  25.9  18.0 99.0 99.00
2011 01 04 07 50  70  7.6  9.0  1.44  7.69  4.50 103 1016.9  24.6  25.9  17.8 99.0 99.00
2011 01 04 08 50  77  7.0  8.7  1.45  7.69  4.70  85 1016.7  24.5  25.8  17.4 99.0 99.00
2011 01 04 09 50  72  6.7  7.8  1.56  7.69  4.94  83 1016.9  24.4  25.8  17.5 99.0 99.00
2011 01 04 10 50  74  6.5  7.7  1.43  7.69  4.93  77 1016.9  24.5  25.8  17.5 99.0 99.00
2011 01 04 11 50  63  6.5  7.5  1.47  7.14  5.05  97 1017.1  24.4  25.7  17.5 99.0 99.00
2011 01 04 12 50  73  6.7  8.0  1.51  7.69  5.13  88 1017.7  24.5  25.7  17.3 99.0 99.00
2011 01 04 13 50  62  7.0  8.9  1.54  7.69  5.36  52 1018.3  24.5  25.7  17.5 99.0 99.00
