#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 02 15 50  31 16.2 19.7  4.29 10.00  6.86 341 1024.1  23.7  27.5  17.2 99.0 99.00
2008 01 02 16 50  30 15.8 19.8  4.29  8.33  6.98   8 1024.2  23.4  27.4  17.4 99.0 99.00
2008 01 02 17 50  20 15.2 18.8  3.99 10.81  6.97 343 1023.9  22.8  27.3  17.2 99.0 99.00
2008 01 02 18 50  18 15.7 18.9  4.14 10.00  7.20 353 1023.2  23.4  27.3  16.5 99.0 99.00
2008 01 02 19 50  26 15.3 18.5  4.22  9.09  7.14 354 1023.1  23.2  27.3  16.6 99.0 99.00
2008 01 02 20 50  15 15.1 18.8  4.46 11.43  7.45 343 1023.0  23.0  27.3  15.4 99.0 99.00
2008 01 02 21 50  18 15.2 18.0  4.62 10.81  7.94 344 1023.5  22.8  27.2  14.6 99.0 99.00
2008 01 02 22 50  23 15.4 19.5  4.67 10.00  7.81 350 1023.9  22.8  27.2  15.1 99.0 99.00
2008 01 02 23 50  16 15.3 18.7  4.55 12.12  7.96 344 1024.4  23.0  27.2  13.6 99.0 99.00
2008 01 03 00 50  23 15.3 18.6  4.02 11.43  7.65 341 1024.7  22.9  27.2  15.6 99.0 99.00
2008 01 03 01 50  29 15.7 19.0  4.34  8.33  7.54  13 1025.3  22.9  27.3  15.6 99.0 99.00
2008 01 03 02 50  22 15.5 18.5  4.12 12.12  7.59 341 1025.8  22.5  27.2  15.3 99.0 99.00
2008 01 03 03 50  26 15.5 19.1  4.51 12.12  7.99 340 1026.2  22.1  27.2  15.7 99.0 99.00
2008 01 03 04 50  28 14.7 17.7  4.64  7.69  7.69  11 1026.3  21.8  27.1  14.5 99.0 99.00
2008 01 03 05 50  29 13.9 16.6  4.41 10.00  7.81 351 1025.9  21.5  27.2  15.0 99.0 99.00
2008 01 03 06 50  14 13.3 16.6  4.14 11.43  7.76 344 1025.8  20.8  27.3  15.8 99.0 99.00
2008 01 03 07 50  39 13.0 16.2  4.57  9.09  7.66   3 1025.3  21.8  27.3  14.2 99.0 99.00
2008 01 03 08 50  17 13.9 18.3  4.52 10.00  7.77 358 1025.0  20.5  27.3  15.6 99.0 99.00
2008 01 03 09 50  28 13.4 16.2  4.13 11.43  7.71 349 1024.9  21.3  27.3  13.6 99.0 99.00
2008 01 03 10 50  35 12.4 15.5  4.16 10.81  7.55 342 1025.5  20.9  27.3  12.7 99.0 99.00
2008 01 03 11 50  40 13.3 16.7  4.00 10.00  7.41 350 1025.9  21.0  27.3  13.8 99.0 99.00
2008 01 03 12 50  35 12.0 14.8  3.90  7.69  7.31  27 1026.5  20.9  27.2  12.1 99.0 99.00
2008 01 03 13 50  13 12.5 15.8  3.62  8.33  7.34  31 1027.4  20.1  27.2  13.4 99.0 99.00
2008 01 03 14 50  24 11.6 14.9  3.74 11.43  7.42 348 1028.0  20.4  27.2  12.9 99.0 99.00
2008 01 03 15 50  30 11.5 14.6  3.72 10.81  7.52 345 1027.9  20.5  27.2  12.9 99.0 99.00
2008 01 03 16 50  23 11.4 14.5  3.82 10.00  7.48   1 1027.8  20.5  27.2  13.6 99.0 99.00
2008 01 03 17 50  33 12.1 15.3  3.54 10.81  7.05 349 1027.0  20.6  27.2  14.2 99.0 99.00
2008 01 03 18 50  21 12.7 14.9  3.47 11.43  7.05 346 1026.0  20.4  27.2  13.3 99.0 99.00
2008 01 03 19 50  33 13.1 15.2  3.37 11.43  7.03 347 1025.6  20.0  27.2  14.8 99.0 99.00
2008 01 03 20 50  47 12.8 16.2  3.50 11.43  6.79 343 1025.7  20.3  27.1  13.4 99.0 99.00
2008 01 03 21 50  50 11.7 15.6  3.32 10.00  6.61  16 1026.0  20.2  27.1  11.7 99.0 99.00
2008 01 03 22 50  48 11.6 14.1  3.53  7.69  6.81  42 1026.6  20.1  27.1  10.6 99.0 99.00
2008 01 03 23 50  42 11.6 15.2  3.29 10.81  6.87 350 1026.8  20.0  27.1  12.3 99.0 99.00
2008 01 04 00 50  67 11.7 14.6  3.19  9.09  6.68  24 1027.1  20.4  27.1  12.3 99.0 99.00
2008 01 04 01 50  68 10.0 12.5  3.17  9.09  6.55  49 1027.6  20.7  27.1  12.1 99.0 99.00
2008 01 04 02 50  50 10.0 12.4  3.02  8.33  6.38  33 1027.8  21.3  27.1  12.2 99.0 99.00
2008 01 04 03 50  62 11.1 13.2  3.08 10.00  6.51 354 1027.6  21.7  27.1  11.2 99.0 99.00
2008 01 04 04 50  57  8.9 13.3  3.02 10.81  6.55 347 1026.9  22.0  27.1  12.5 99.0 99.00
2008 01 04 05 50  45 10.1 12.2  2.79  9.09  6.44   9 1025.9  22.5  27.1  12.7 99.0 99.00
2008 01 04 06 50  52 10.8 13.4  2.86  7.14  6.35  38 1025.3  22.7  27.1  13.4 99.0 99.00
2008 01 04 07 50  53 12.9 15.3  2.84 10.00  6.37 352 1024.2  22.8  27.1  15.0 99.0 99.00
2008 01 04 08 50  67 14.3 17.5  2.92 10.81  5.99 346 1023.7  22.9  27.1  14.3 99.0 99.00
2008 01 04 09 50  56 11.9 14.7  3.17  7.69  6.03  55 1024.0  22.8  27.0  11.9 99.0 99.00
2008 01 04 10 50  51 12.8 15.6  3.07  7.69  6.18  52 1024.2  22.8  26.9  13.3 99.0 99.00
2008 01 04 11 50  50 12.4 15.0  3.07  8.33  6.44  61 1025.2  21.6  27.0  15.3 99.0 99.00
2008 01 04 12 50  47 11.7 13.9  2.73 10.00  6.46   1 1025.5  22.4  27.0  14.3 99.0 99.00
2008 01 04 13 50  49 11.8 14.5  2.98 10.00  6.26  14 1025.8  23.1  27.1  13.7 99.0 99.00
2008 01 04 14 50  53 12.2 15.0  3.01 10.00  6.26   3 1026.1  22.8  27.1  14.3 99.0 99.00
2008 01 04 15 50  45 12.7 15.5  3.17  8.33  6.24  80 1026.1  22.6  27.1  15.0 99.0 99.00
2008 01 04 16 50  56 12.3 15.2  2.92  8.33  6.06  87 1025.5  22.7  27.0  15.2 99.0 99.00
2008 01 04 17 50  57 12.6 14.8  3.21  9.09  6.26  76 1024.7  22.6  27.1  15.8 99.0 99.00
2008 01 04 18 50  52 12.3 15.3  3.31  9.09  6.31  79 1023.6  22.9  27.1  15.7 99.0 99.00
2008 01 04 19 50  57 11.7 14.5  3.10  9.09  6.26  68 1022.7  23.2  27.0  16.3 99.0 99.00
2008 01 04 20 50  52 11.9 14.2  3.14  8.33  6.30  93 1022.3  23.4  27.0  15.9 99.0 99.00
2008 01 04 21 50  58 11.8 13.7  3.08  9.09  6.21  94 1022.3  23.4  27.0  16.2 99.0 99.00
2008 01 04 22 50  58 11.3 13.6  3.14  9.09  6.30  80 1022.3  23.6  27.1  16.1 99.0 99.00
2008 01 04 23 50  65 12.2 14.5  3.30  9.09  6.35  96 1022.5  23.7  27.1  16.1 99.0 99.00
2008 01 05 00 50  58 11.8 13.8  3.10  8.33  6.26  93 1022.9  23.8  27.1  16.3 99.0 99.00
2008 01 05 01 50  61 12.3 14.2  3.08 10.00  6.31  84 1023.3  23.9  27.1  16.5 99.0 99.00
2008 01 05 02 50  59 11.7 14.7  3.27  9.09  6.48  66 1023.6  24.0  27.0  16.0 99.0 99.00
2008 01 05 03 50  60 11.6 14.2  3.01  9.09  6.29  84 1023.2  24.4  27.0  16.1 99.0 99.00
2008 01 05 04 50  67 11.9 14.0  3.30 10.00  6.37  97 1023.0  24.0  26.9  16.0 99.0 99.00
2008 01 05 05 50  57 11.1 13.7  3.18 10.00  6.48  95 1022.4  23.7  26.9  16.5 99.0 99.00
2008 01 05 06 50  53 11.4 14.4  3.11  9.09  6.42  90 1022.0  23.6  26.8  16.7 99.0 99.00
2008 01 05 07 50  52 11.1 13.7  3.24  9.09  6.36  82 1021.1  23.6  26.8  17.1 99.0 99.00
2008 01 05 08 50  53 11.1 14.0  3.10  9.09  6.14  85 1020.7  23.6  26.8  17.1 99.0 99.00
2008 01 05 09 50  45 10.5 12.5  3.17  9.09  6.44  86 1020.7  23.6  26.8  17.7 99.0 99.00
2008 01 05 10 50  50 11.2 12.8  3.01  9.09  6.49  73 1020.6  23.7  26.8  18.1 99.0 99.00
2008 01 05 11 50  53 11.8 14.6  2.89 10.00  6.50  96 1020.9  23.8  26.8  18.3 99.0 99.00
2008 01 05 12 50  58 12.7 15.0  2.95  9.09  6.20  86 1020.9  24.0  26.8  18.3 99.0 99.00
2008 01 05 13 50  64 13.7 16.5  2.93  9.09  6.17  84 1021.1  24.2  26.8  18.3 99.0 99.00
2008 01 05 14 50  62 12.8 15.2  2.87 10.00  6.05 100 1021.4  24.4  26.8  18.4 99.0 99.00
2008 01 05 15 50  65 11.8 13.5  3.01  8.33  6.02  96 1021.7  24.4  26.8  18.7 99.0 99.00
2008 01 05 16 50  67 11.7 14.4  2.59  9.09  5.77  87 1021.2  24.6  26.8  19.4 99.0 99.00
2008 01 05 17 50  70 11.6 13.4  2.84  9.09  5.97  87 1020.3  24.7  26.9  19.0 99.0 99.00
2008 01 05 18 50  67 10.8 12.5  2.99  9.09  6.22  93 1019.5  24.8  26.9  19.1 99.0 99.00
2008 01 05 19 50  70  8.7 10.6  2.95  8.33  6.18  92 1018.8  25.0  26.9  18.1 99.0 99.00
2008 01 05 20 50  74 10.4 12.2  2.81  8.33  6.19  87 1018.6  24.9  26.9  18.6 99.0 99.00
2008 01 05 21 50  61 10.7 12.3  2.63  8.33  5.93  91 1018.8  24.6  26.9  18.7 99.0 99.00
2008 01 05 22 50  66 10.4 12.6  2.50  9.09  5.78  83 1019.1  24.8  26.9  19.2 99.0 99.00
2008 01 05 23 50  65 10.6 12.6  2.46  8.33  5.74  98 1019.4  24.9  26.9  19.1 99.0 99.00
2008 01 06 00 50  62 10.4 12.6  2.56  8.33  5.91  89 1020.0  24.9  26.9  18.8 99.0 99.00
2008 01 06 01 50  59 11.0 13.0  2.72  9.09  6.02 104 1020.4  25.0  27.0  19.2 99.0 99.00
2008 01 06 02 50  63 11.5 13.5  2.48  7.14  5.69  81 1020.8  25.1  27.0  18.6 99.0 99.00
2008 01 06 03 50  73 10.7 13.3  2.50  8.33  5.99  85 1020.7  25.1  27.0  19.2 99.0 99.00
2008 01 06 04 50  71 10.8 12.8  2.44  9.09  5.71  86 1020.2  25.3  27.0  18.5 99.0 99.00
2008 01 06 05 50  77 10.9 12.8  2.33  8.33  5.74  87 1019.7  25.2  27.0  18.8 99.0 99.00
2008 01 06 06 50  81 10.9 12.6  2.31  7.14  5.47  87 1019.3  25.2  27.0  18.7 99.0 99.00
2008 01 06 07 50  78 10.3 11.9  2.27  8.33  5.53 101 1018.7  25.2  27.0  18.4 99.0 99.00
2008 01 06 08 50  74  9.7 11.3  2.21  7.69  5.63  94 1018.5  25.2  27.0  18.4 99.0 99.00
2008 01 06 09 50  71  9.3 11.1  2.05  7.69  5.54 104 1018.5  25.2  27.0  18.1 99.0 99.00
2008 01 06 10 50  78  9.1 11.1  1.94  7.69  5.43 102 1018.6  25.3  27.0  17.4 99.0 99.00
2008 01 06 11 50  72  9.0 11.0  2.02  8.33  5.49  87 1018.8  25.2  26.9  17.8 99.0 99.00
2008 01 06 12 50  75  8.9 10.6  2.02  7.69  5.62  88 1019.2  25.2  27.0  18.8 99.0 99.00
2008 01 06 13 50  67  8.5 10.2  1.85  9.09  5.42 105 1020.1  25.4  27.0  18.2 99.0 99.00
2008 01 06 14 50  69  6.9  8.4  1.81  7.69  5.48  91 1021.0  25.6  27.0  18.4 99.0 99.00
2008 01 06 15 50  77  6.5  7.6  1.79  7.69  5.42 103 1020.9  25.8  27.1  18.6 99.0 99.00
2008 01 06 16 50  80  6.3  7.7  1.65  7.69  5.48  99 1020.7  25.9  27.1  18.7 99.0 99.00
2008 01 06 17 50  76  6.1  7.3  1.73  7.14  5.50  92 1019.8  25.9  27.2  18.8 99.0 99.00
2008 01 06 18 50  76  6.2  7.4  1.56  7.69  5.50  96 1018.8  25.9  27.2  18.9 99.0 99.00
2008 01 06 19 50  90  6.1  7.4  1.59  6.67  5.37 102 1017.8  26.0  27.2  19.9 99.0 99.00
2008 01 06 20 50  65  5.7  7.0  1.54  7.14  5.31 105 1017.4  25.9  27.2  20.0 99.0 99.00
2008 01 06 21 50  72  5.5  6.8  1.57  7.14  5.41 106 1017.5  25.9  27.2  20.1 99.0 99.00
2008 01 06 22 50  65  4.8  5.9  1.48  7.14  5.44 109 1017.8  25.6  27.2  20.2 99.0 99.00
2008 01 06 23 50  43  5.0  5.9  1.56  7.14  5.63  93 1018.2  25.5  27.2  20.8 99.0 99.00
2008 01 07 00 50  78  4.6  5.6  1.48  7.14  5.46 101 1018.5  25.9  27.1  19.9 99.0 99.00
2008 01 07 01 50  80  6.1  6.8  1.48  7.14  5.48  86 1019.1  25.8  27.1  20.0 99.0 99.00
2008 01 07 02 50  92  8.4  9.6  1.62  7.69  5.56  97 1019.4  25.4  27.1  20.3 99.0 99.00
2008 01 07 03 50  95  4.4  5.5  1.68  7.14  5.68 105 1019.3  25.6  27.1  20.2 99.0 99.00
2008 01 07 04 50 109  7.2  8.3  1.75  7.69  5.80  92 1018.9  25.9  27.0  19.7 99.0 99.00
2008 01 07 05 50  96  8.0  9.8  1.74  7.14  5.25  94 1018.5  26.0  27.0  19.8 99.0 99.00
2008 01 07 06 50  95  7.9  9.6  1.77  7.14  5.33  95 1018.3  25.8  27.0  20.2 99.0 99.00
2008 01 07 07 50 103  8.7 10.0  1.80  8.33  5.10 114 1017.6  25.9  27.0  19.9 99.0 99.00
2008 01 07 08 50 104  8.6 10.0  1.91  7.69  5.21  95 1017.4  25.8  27.0  19.7 99.0 99.00
2008 01 07 09 50 103  9.1 10.5  1.74  7.69  5.00 100 1017.3  25.8  27.0  19.3 99.0 99.00
2008 01 07 10 50  99  8.9 10.0  1.81  7.69  4.96  91 1017.5  25.9  27.0  18.9 99.0 99.00
2008 01 07 11 50  87  8.9 10.5  1.76  7.69  5.13 112 1017.7  25.9  27.0  19.7 99.0 99.00
2008 01 07 12 50  86  9.9 11.9  1.70  7.69  4.89  94 1018.4  25.9  26.9  20.0 99.0 99.00
2008 01 07 13 50  86 10.1 11.9  1.92  7.69  5.06  91 1019.3  26.0  26.9  20.2 99.0 99.00
2008 01 07 14 50  88  9.7 11.6  1.90  8.33  5.08 110 1019.9  26.1  26.9  20.4 99.0 99.00
2008 01 07 15 50  77  9.2 10.8  1.89  6.67  5.06  95 1020.1  26.0  26.9  20.5 99.0 99.00
2008 01 07 16 50  79  8.5  9.9  1.76  6.67  5.07  88 1019.9  26.2  27.0  20.8 99.0 99.00
2008 01 07 17 50  85  8.2  9.4  1.82  6.25  4.94  84 1019.0  25.7  27.0  21.3 99.0 99.00
2008 01 07 18 50 105  7.9  9.4  1.88  6.67  5.12  88 1017.8  26.2  27.0  19.8 99.0 99.00
2008 01 07 19 50  93  7.4  8.5  1.72  6.67  4.88  96 1017.1  26.2  27.0  21.3 99.0 99.00
2008 01 07 20 50  99  8.3  9.6  1.68  6.67  4.80  88 1016.7  26.4  27.0  20.6 99.0 99.00
2008 01 07 21 50  94  8.3  9.3  1.71  6.25  4.87  86 1016.9  26.4  27.0  20.5 99.0 99.00
2008 01 07 22 50  91  8.7  9.7  1.77  6.25  4.85  94 1017.4  26.4  27.0  20.5 99.0 99.00
2008 01 07 23 50  93  8.7  9.8  1.73  7.14  4.99 110 1017.8  26.3  26.9  20.9 99.0 99.00
2008 01 08 00 50  95  9.1 10.6  1.72  7.14  5.01  93 1018.3  26.3  26.9  21.1 99.0 99.00
2008 01 08 01 50  94 10.1 11.8  1.93  6.25  5.14  90 1018.8  26.2  26.9  21.1 99.0 99.00
2008 01 08 02 50  95 10.2 12.0  1.90  7.69  5.13 104 1019.0  26.2  26.9  21.3 99.0 99.00
2008 01 08 03 50  88 10.6 12.5  1.91  7.69  5.15 101 1019.0  26.1  26.9  21.3 99.0 99.00
2008 01 08 04 50  91 10.1 11.9  2.08  8.33  5.07  99 1018.8  26.2  26.9  21.4 99.0 99.00
2008 01 08 05 50  95  9.9 11.8  2.03  7.69  5.22  87 1018.5  26.1  26.9  21.5 99.0 99.00
2008 01 08 06 50  97 10.1 11.8  2.12  7.69  5.22  95 1017.9  26.2  26.9  21.4 99.0 99.00
2008 01 08 07 50 100 10.1 11.9  2.11  7.69  5.10  99 1017.2  26.1  26.8  21.3 99.0 99.00
2008 01 08 08 50  99  9.7 11.4  2.18  7.69  5.28  96 1017.1  26.2  26.9  21.2 99.0 99.00
2008 01 08 09 50  89  8.8 10.6  2.05  7.69  5.42 100 1016.8  26.3  26.9  21.6 99.0 99.00
2008 01 08 10 50  80  9.3 11.0  1.90  7.69  5.19  94 1017.0  25.8  26.9  21.7 99.0 99.00
2008 01 08 11 50  74  8.1 10.2  1.84  6.67  5.24  93 1017.2  25.9  26.9  21.6 99.0 99.00
2008 01 08 12 50  84  9.6 11.8  1.88  6.67  5.34 101 1017.6  26.3  26.9  21.4 99.0 99.00
2008 01 08 13 50  93  9.6 11.0  1.80  7.69  5.14  95 1018.1  26.2  26.9  21.8 99.0 99.00
2008 01 08 14 50 100  9.5 11.4  1.81  7.14  5.09  98 1018.7  26.5  26.9  21.9 99.0 99.00
2008 01 08 15 50 105  9.6 11.3  1.80  7.14  5.01  97 1018.9  26.6  27.0  21.9 99.0 99.00
2008 01 08 16 50  99 10.4 11.8  1.73  5.88  4.83 107 1018.6  26.5  27.0  21.6 99.0 99.00
2008 01 08 17 50 104  9.9 11.7  1.83  6.25  4.82 104 1017.8  26.5  27.0  21.2 99.0 99.00
2008 01 08 18 50 102  9.8 11.3  1.89  6.25  4.98 107 1016.7  26.5  27.0  21.0 99.0 99.00
2008 01 08 19 50 103  9.3 10.4  2.00  6.67  5.11 101 1016.2  26.4  27.0  20.8 99.0 99.00
2008 01 08 20 50  98  9.0 10.7  2.03  7.69  5.29  96 1015.8  26.3  27.0  21.0 99.0 99.00
2008 01 08 21 50  94  9.3 10.9  2.02  7.69  5.21  94 1015.6  26.3  26.9  20.5 99.0 99.00
2008 01 08 22 50  92  9.0 10.8  2.06  7.69  5.42  92 1016.1  26.2  26.9  20.4 99.0 99.00
2008 01 08 23 50  98  9.4 10.9  1.97  7.69  5.33  99 1016.6  26.1  26.9  19.9 99.0 99.00
2008 01 09 00 50  92  9.4 10.4  1.91  7.69  5.23  99 1017.2  26.1  26.8  20.3 99.0 99.00
2008 01 09 01 50  97  9.6 11.4  1.93  7.69  5.24 102 1017.9  26.1  26.8  20.0 99.0 99.00
2008 01 09 02 50  98  9.6 11.5  2.00  8.33  5.12  95 1018.2  26.0  26.8  19.8 99.0 99.00
2008 01 09 03 50  97  8.6 10.1  2.10  8.33  5.41  88 1018.3  26.0  26.8  20.0 99.0 99.00
2008 01 09 04 50  92  8.8 10.2  2.05  7.14  5.37 103 1018.1  25.9  26.8  20.0 99.0 99.00
2008 01 09 05 50  92  9.3 11.0  2.21  8.33  5.57 100 1017.7  25.8  26.8  18.7 99.0 99.00
2008 01 09 06 50  98  8.2  9.7  1.89  8.33  5.16  89 1017.3  25.7  26.9  19.2 99.0 99.00
2008 01 09 07 50  91  8.3 10.1  1.97  8.33  5.30  96 1016.7  25.7  26.9  18.5 99.0 99.00
2008 01 09 08 50  87  7.6  8.9  1.86  8.33  5.23  99 1016.3  25.7  26.9  18.5 99.0 99.00
2008 01 09 09 50  81  8.0  9.9  1.64  8.33  5.00 103 1016.2  25.7  26.8  18.4 99.0 99.00
2008 01 09 10 50  78  7.1  8.8  1.68  8.33  5.01 104 1016.2  25.7  26.8  18.1 99.0 99.00
2008 01 09 11 50  85  7.4  9.3  1.55  7.14  5.07  98 1016.4  25.8  26.9  18.4 99.0 99.00
2008 01 09 12 50  71  8.0  9.0  1.66  8.33  5.20 104 1017.1  25.9  26.8  16.7 99.0 99.00
2008 01 09 13 50  68  8.9 10.5  1.61  7.69  5.07  99 1017.8  25.6  26.8  18.7 99.0 99.00
2008 01 09 14 50  61  9.4 10.9  1.54  7.69  4.98  96 1018.5  25.8  26.8  17.7 99.0 99.00
2008 01 09 15 50  64  9.5 10.9  1.68  7.69  4.90  98 1018.4  25.9  26.8  17.2 99.0 99.00
2008 01 09 16 50  58  9.3 11.4  1.61  7.69  4.95 101 1018.0  25.7  26.8  17.4 99.0 99.00
2008 01 09 17 50  54  8.7 10.5  1.64  7.69  4.94  89 1017.2  25.4  26.8  17.8 99.0 99.00
2008 01 09 18 50  59  7.5  8.7  1.54  7.14  4.99  93 1016.4  25.4  26.9  17.3 99.0 99.00
2008 01 09 19 50  57  7.5  9.0  1.65  6.67  5.06  94 1015.5  25.1  26.9  18.1 99.0 99.00
2008 01 09 20 50  60  7.4  9.1  1.39  7.14  4.81  92 1015.1  25.1  26.9  17.8 99.0 99.00
2008 01 09 21 50  55  7.2  8.6  1.48  6.25  4.97  83 1015.1  24.9  26.8  17.6 99.0 99.00
2008 01 09 22 50  63  7.1  8.7  1.57  5.26  5.17  73 1015.0  24.9  26.8  17.8 99.0 99.00
2008 01 09 23 50  61  7.1  8.7  1.43  7.69  4.92  98 1015.1  24.8  26.8  17.6 99.0 99.00
2008 01 10 00 50  78  6.3  7.8  1.54  6.67  5.06  94 1015.6  24.9  26.8  17.1 99.0 99.00
2008 01 10 01 50  83  5.6  7.3  1.43  6.67  4.98  93 1016.3  24.8  26.8  17.4 99.0 99.00
2008 01 10 02 50  86  5.6  6.5  1.46  7.69  5.06 113 1016.5  24.8  26.8  17.4 99.0 99.00
2008 01 10 03 50  93  6.2  7.5  1.28  6.25  4.88  94 1016.4  24.9  26.8  17.5 99.0 99.00
2008 01 10 04 50  92  5.7  7.1  1.30  7.14  4.88  92 1016.2  24.8  26.8  17.5 99.0 99.00
2008 01 10 05 50  88  5.9  7.4  1.23  7.14  4.95  90 1015.7  24.8  26.8  17.3 99.0 99.00
2008 01 10 06 50  89  6.2  8.0  1.27  7.14  4.89  92 1015.5  24.7  26.8  16.5 99.0 99.00
2008 01 10 07 50  87  6.5  7.8  1.17  7.14  4.62 103 1014.9  24.6  26.8  16.3 99.0 99.00
2008 01 10 08 50  77  5.1  6.8  1.13  6.67  4.69  89 1014.4  24.6  26.8  15.8 99.0 99.00
2008 01 10 09 50  75  6.0  7.6  1.13  5.56  4.69  91 1014.2  24.6  26.8  14.6 99.0 99.00
2008 01 10 10 50 101  6.5  7.6  1.10  7.14  4.67 100 1014.4  24.7  26.8  15.3 99.0 99.00
2008 01 10 11 50 107  5.6  6.9  1.05  7.69  4.51  99 1014.7  24.8  26.8  15.8 99.0 99.00
2008 01 10 12 50  95  5.8  7.5  0.95  4.55  4.46 999 1015.1  25.0  26.8  16.4 99.0 99.00
