#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 06 06 23 30 131  6.4  7.7 99.00 99.00 99.00 999 1011.2  29.0  29.2  24.9 99.0 99.00 
2019 06 06 23 40 130  6.0  7.2  1.01  6.25  4.52 131 1011.2  28.9  29.2  25.0 99.0 99.00 
2019 06 06 23 50 129  6.2  7.2 99.00 99.00 99.00 999 1011.1  28.9  29.2  24.7 99.0 99.00 
2019 06 07 00 00 136  5.7  6.8 99.00 99.00 99.00 999 1011.1  28.9  29.2  24.7 99.0 99.00 
2019 06 07 00 10 135  5.1  6.3 99.00 99.00 99.00 999 1011.2  28.9  29.2  24.7 99.0 99.00 
2019 06 07 00 20 128  5.4  6.8 99.00 99.00 99.00 999 1011.2  28.9  29.2  24.7 99.0 99.00 
2019 06 07 00 30 125  5.5  6.9 99.00 99.00 99.00 999 1011.3  28.9  29.2  24.7 99.0 99.00 
2019 06 07 00 40 125  5.6  6.8  1.02  5.88  4.71 128 1011.4  28.8  29.2  24.7 99.0 99.00 
2019 06 07 00 50 125  6.0  7.0 99.00 99.00 99.00 999 1011.4  28.9  29.2  24.4 99.0 99.00 
2019 06 07 01 00 123  5.6  7.0 99.00 99.00 99.00 999 1011.5  28.9  29.2  24.6 99.0 99.00 
2019 06 07 01 10 123  5.6  6.9 99.00 99.00 99.00 999 1011.5  28.9  29.2  25.0 99.0 99.00 
2019 06 07 01 20 123  6.2  7.7 99.00 99.00 99.00 999 1011.7  28.9  29.2  24.8 99.0 99.00 
2019 06 07 01 30 123  6.1  7.9 99.00 99.00 99.00 999 1011.7  28.8  29.2  24.8 99.0 99.00 
2019 06 07 01 40 122  6.1  7.2  1.01  5.26  4.78 146 1011.8  28.8  29.2  25.0 99.0 99.00 
2019 06 07 01 50 117  5.7  7.1 99.00 99.00 99.00 999 1011.9  28.8  29.2  25.0 99.0 99.00 
2019 06 07 02 00 114  5.6  7.2 99.00 99.00 99.00 999 1012.1  28.8  29.2  24.9 99.0 99.00 
2019 06 07 02 10 114  5.3  6.4 99.00 99.00 99.00 999 1012.2  28.8  29.2  25.2 99.0 99.00 
