#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50  68  9.2 10.7  0.95  4.76  4.26 999 1016.3  24.2  26.6  20.1 99.0 99.00
2009 01 01 00 50  94  6.3  9.6  0.98  4.17  3.98 999 1017.2  22.6  26.5  19.5 99.0 99.00
2009 01 01 01 50  95  8.0  9.2  0.97  4.35  4.05 999 1017.2  25.0  26.5  20.2 99.0 99.00
2009 01 01 02 50  69  7.2  8.4  1.00  4.17  3.91 999 1017.5  25.3  26.5  19.6 99.0 99.00
2009 01 01 03 50  56  6.6  7.8  0.95  4.00  3.81 999 1017.7  25.4  26.5  19.8 99.0 99.00
2009 01 01 04 50  60  6.8  7.8  0.88  4.17  3.80 999 1017.4  25.4  26.5  19.6 99.0 99.00
2009 01 01 05 50  62  7.2  8.8  0.90  4.35  3.74 999 1016.9  25.3  26.4  19.1 99.0 99.00
2009 01 01 06 50  54  6.4  7.7  0.88  4.17  3.70 999 1016.5  25.2  26.3  19.2 99.0 99.00
2009 01 01 07 50  46  7.0  8.6  0.87  5.26  3.74  83 1016.2  25.2  26.3  19.3 99.0 99.00
2009 01 01 08 50  45  6.5  7.5  0.82  4.17  3.90 999 1015.9  25.0  26.3  19.0 99.0 99.00
2009 01 01 09 50  56  6.4  7.9  0.85  5.88  3.96  75 1015.9  25.3  26.3  19.0 99.0 99.00
2009 01 01 10 50  58  6.0  7.5  0.85  6.67  4.11  77 1016.1  25.1  26.3  19.5 99.0 99.00
2009 01 01 11 50  68  6.0  7.5  0.85  6.25  4.05  86 1016.5  25.2  26.3  20.2 99.0 99.00
2009 01 01 12 50  85  7.8  9.2  0.86  6.25  4.03  88 1017.1  25.2  26.3  19.5 99.0 99.00
2009 01 01 13 50  87  7.9  9.4 99.00 99.00 99.00 999 1017.7  25.5  26.3  19.4 99.0 99.00
2009 01 01 14 50 112  7.8  9.5  1.02  5.88  3.82  85 1018.4  25.2  26.3  19.5 99.0 99.00
2009 01 01 15 50  92  7.0  8.1  1.01  4.17  3.82 999 1018.7  25.3  26.4  19.5 99.0 99.00
2009 01 01 16 50  88  8.8 10.3  1.13  5.88  3.95  92 1018.4  25.5  26.4  18.3 99.0 99.00
2009 01 01 17 50  81  7.4  9.1  1.16  4.35  3.96 999 1017.6  25.3  26.4  19.9 99.0 99.00
2009 01 01 18 50 107 10.7 12.1  1.23  5.56  3.95  90 1017.1  22.7  26.3  18.8 99.0 99.00
2009 01 01 19 50  79  7.2  8.6  1.25  4.76  4.18 999 1016.4  24.1  26.3  17.7 99.0 99.00
2009 01 01 20 50  98  7.9  8.9  1.34  4.55  4.10 999 1015.7  24.3  26.4  17.8 99.0 99.00
2009 01 01 21 50  78  7.6  8.5  1.21  5.26  4.29  88 1015.9  25.1  26.4  19.1 99.0 99.00
2009 01 01 22 50  88  7.2  8.6  1.22  5.00  4.44  81 1016.1  25.3  26.4  18.6 99.0 99.00
2009 01 01 23 50  89  7.4  8.5  1.10  5.56  4.29  86 1016.4  25.1  26.4  18.6 99.0 99.00
2009 01 02 00 50  82  7.4  8.6  1.11  5.88  4.37  87 1016.7  25.2  26.4  18.8 99.0 99.00
2009 01 02 01 50  84  7.9  9.2  1.07  5.56  4.20  84 1017.2  25.2  26.4  19.2 99.0 99.00
2009 01 02 02 50  81  7.4  8.7  1.14  5.88  4.26  80 1017.7  25.3  26.4  18.8 99.0 99.00
2009 01 02 03 50  87  7.2  8.9  1.14  5.88  4.37  83 1017.7  25.4  26.4  18.8 99.0 99.00
2009 01 02 04 50  87  6.7  7.9  1.17  5.56  4.36  88 1017.2  25.3  26.4  18.2 99.0 99.00
2009 01 02 05 50  92  6.8  8.0  1.09  5.88  4.25  90 1016.7  25.3  26.4  18.1 99.0 99.00
2009 01 02 06 50 101  7.4  9.5  1.08  5.26  4.16 101 1016.1  25.2  26.3  18.7 99.0 99.00
2009 01 02 07 50 100  6.8  8.1  1.14  5.56  4.11 103 1015.5  25.1  26.3  18.6 99.0 99.00
2009 01 02 08 50 104  6.2  7.9  1.07  5.88  4.08  80 1015.5  25.0  26.3  18.4 99.0 99.00
2009 01 02 09 50  90  5.6  7.0  1.01  5.56  4.17  84 1015.6  25.0  26.3  18.2 99.0 99.00
2009 01 02 10 50  87  6.4  8.2  1.02  5.26  4.22  92 1015.8  25.0  26.3  17.8 99.0 99.00
2009 01 02 11 50  95  6.8  8.1  0.98  5.88  4.11  86 1016.3  24.9  26.3  18.3 99.0 99.00
2009 01 02 12 50  91  6.5  7.5  0.97  5.56  4.09  95 1017.1  25.1  26.3  18.1 99.0 99.00
2009 01 02 13 50  89  7.5  8.8  0.93  6.25  4.08 106 1017.8  25.3  26.3  18.0 99.0 99.00
2009 01 02 14 50  99  7.9  9.2  1.04  5.88  4.12 103 1018.4  25.5  26.4  17.6 99.0 99.00
2009 01 02 15 50  99  7.2  8.5  1.11  5.88  4.11 103 1018.3  25.6  26.4  17.7 99.0 99.00
2009 01 02 16 50  92  6.2  7.5  1.13  6.25  4.30 111 1017.8  25.7  26.5  17.8 99.0 99.00
2009 01 02 17 50  93  6.0  7.3  1.13  6.25  4.34 100 1017.0  25.8  26.6  17.7 99.0 99.00
2009 01 02 18 50  92  5.9  7.4  1.05  5.88  4.40  92 1015.9  25.6  26.6  18.1 99.0 99.00
2009 01 02 19 50  90  6.3  7.4  1.01  6.67  4.35 112 1015.2  25.6  26.7  18.3 99.0 99.00
2009 01 02 20 50  86  5.6  6.7  0.98  6.67  4.33 110 1015.4  25.8  26.7  18.9 99.0 99.00
2009 01 02 21 50  76  6.0  7.4  0.99  5.88  4.40  98 1015.2  25.7  26.7  19.2 99.0 99.00
2009 01 02 22 50  68  5.6  7.7  0.93  5.88  4.35 110 1015.5  25.5  26.7  19.4 99.0 99.00
2009 01 02 23 50  69  6.0  7.0  1.00  6.25  4.41 106 1015.8  25.4  26.7  19.7 99.0 99.00
2009 01 03 00 50  92  7.0  8.2  0.90  6.25  4.27 101 1016.4  25.5  26.6  19.5 99.0 99.00
2009 01 03 01 50  88  7.1  8.0  0.99  5.88  4.21  99 1017.0  25.6  26.6  19.1 99.0 99.00
2009 01 03 02 50 104  6.8  8.4  0.99  5.56  4.27 104 1017.3  25.6  26.6  19.4 99.0 99.00
2009 01 03 03 50  95  7.3  8.3  1.13  5.56  4.30 109 1017.3  25.6  26.6  19.2 99.0 99.00
2009 01 03 04 50  97  8.4  9.5  1.11  5.88  4.23  98 1016.8  25.5  26.6  19.2 99.0 99.00
2009 01 03 05 50  95  8.8 10.8  1.20  6.25  4.15 122 1016.3  25.6  26.5  18.2 99.0 99.00
2009 01 03 06 50  93  8.5  9.7  1.30  5.88  4.20  94 1016.1  25.3  26.5  18.9 99.0 99.00
2009 01 03 07 50  92  8.5  9.9  1.35  5.88  4.29 100 1015.5  25.2  26.5  19.5 99.0 99.00
2009 01 03 08 50  86  8.6 10.3  1.35  6.25  4.39  86 1015.1  25.1  26.5  19.0 99.0 99.00
2009 01 03 09 50  91  8.0  9.5  1.35  6.67  4.39  91 1015.2  25.1  26.5  18.2 99.0 99.00
2009 01 03 10 50  89  8.1  9.2  1.35  6.67  4.30  91 1015.3  25.1  26.4  18.2 99.0 99.00
2009 01 03 11 50  93  8.4  9.8  1.26  6.67  4.14  99 1015.8  25.0  26.4  18.1 99.0 99.00
2009 01 03 12 50  87  8.6  9.7  1.32  6.67  4.36  93 1016.5  25.2  26.4  17.7 99.0 99.00
