#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 05 20 00 143  6.9  8.2  1.46  6.67  5.13 120 1012.4  27.7  27.7  22.5 99.0 99.00
2007 01 05 21 00 155  7.0  8.7  1.48  6.67  4.99 113 1012.4  28.0  27.7  21.7 99.0 99.00
2007 01 05 22 00 143  7.7  8.9  1.35  6.25  4.82 110 1012.8  27.7  27.7  22.1 99.0 99.00
2007 01 05 23 00 138  7.7  8.9  1.40  7.14  4.67 114 1013.1  27.8  27.7  21.7 99.0 99.00
2007 01 06 00 00 145  7.1  8.5  1.37  5.00  4.81 118 1013.7  27.8  27.6  21.9 99.0 99.00
2007 01 06 01 00 135  7.9  9.6  1.43  9.09  4.94 118 1014.2  27.7  27.6  21.8 99.0 99.00
2007 01 06 02 00 136  8.0  9.0  1.52  6.25  4.95 126 1014.6  27.7  27.6  21.6 99.0 99.00
2007 01 06 03 00 123  7.6  8.5  1.47  9.09  4.99 115 1014.9  27.5  27.6  22.3 99.0 99.00
2007 01 06 04 00 122  8.8 10.3 99.00 99.00 99.00 999 1014.9  27.5  27.6  22.2 99.0 99.00
2007 01 06 05 00 123  9.5 11.8  1.53  9.09  4.66 124 1014.7  27.5  27.6  21.9 99.0 99.00
2007 01 06 06 00 120  9.1 10.7  1.58  6.25  4.57 127 1014.4  27.4  27.5  22.0 99.0 99.00
2007 01 06 07 00 125  8.3  9.6  1.65  6.67  4.75 126 1014.4  27.2  27.5  22.1 99.0 99.00
2007 01 06 08 00 115  8.7  9.7  1.61  9.09  4.74 119 1014.1  27.2  27.6  22.1 99.0 99.00
2007 01 06 09 00 104  8.3  9.8  1.48  7.14  4.71 119 1014.2  27.2  27.6  22.2 99.0 99.00
2007 01 06 10 00 102  8.1  9.6  1.52  6.67  4.75 125 1014.3  27.1  27.6  22.1 99.0 99.00
2007 01 06 11 00 100  9.2 10.8  1.50  7.69  4.65 109 1014.5  27.0  27.6  22.0 99.0 99.00
2007 01 06 12 00  99  8.9 10.3 99.00 99.00 99.00 999 1015.0  27.0  27.6  21.7 99.0 99.00
2007 01 06 13 00 104  8.3 10.0  1.53  5.88  4.64 132 1015.3  27.1  27.6  22.1 99.0 99.00
2007 01 06 14 00 120  8.9 10.9  1.56  7.14  4.61 117 1015.6  27.2  27.6  22.4 99.0 99.00
2007 01 06 15 00 128  8.7  9.9  1.51  6.67  4.66 120 1016.1  27.5  27.5  22.0 99.0 99.00
2007 01 06 16 00 127  7.6  8.5  1.44  7.69  4.59 123 1016.0  27.6  27.5  21.8 99.0 99.00
2007 01 06 17 00 127  7.6  8.7  1.34  6.25  4.52 132 1015.6  27.6  27.6  22.0 99.0 99.00
2007 01 06 18 00 124  7.9  9.2  1.39  6.67  4.50 122 1014.8  27.3  27.6  22.4 99.0 99.00
2007 01 06 19 00 117  7.1  7.9 99.00 99.00 99.00 999 1013.9  27.5  27.6  22.1 99.0 99.00
2007 01 06 20 00 109  8.1  9.7  1.33  5.88  4.56 127 1013.5  27.4  27.7  22.4 99.0 99.00
2007 01 06 21 00 110  8.5  9.6  1.40  7.69  4.52 117 1013.3  27.5  27.7  22.5 99.0 99.00
2007 01 06 22 00 112  7.1  8.0  1.42  6.25  4.44 134 1013.6  27.6  27.7  22.8 99.0 99.00
2007 01 06 23 00 120  5.3  6.2  1.32  6.67  4.62 116 1014.2  27.3  27.6  23.0 99.0 99.00
2007 01 07 00 00 110  8.6 10.0  1.45  6.25  4.57 124 1014.5  27.4  27.6  23.1 99.0 99.00
2007 01 07 01 00 114  8.9 10.4  1.54  5.56  4.55 123 1015.2  27.4  27.6  23.0 99.0 99.00
2007 01 07 02 00 123  9.6 11.5  1.59  6.25  4.51 134 1015.5  27.7  27.6  22.9 99.0 99.00
2007 01 07 03 00 118 10.1 11.6  1.69  5.88  4.27 132 1015.9  27.5  27.6  23.0 99.0 99.00
2007 01 07 04 00 118 10.2 11.8  1.60  5.56  4.25 117 1016.1  27.5  27.6  22.0 99.0 99.00
2007 01 07 05 00 110  9.5 10.8  1.51  5.88  4.27 110 1016.0  27.4  27.6  22.2 99.0 99.00
2007 01 07 06 00 110 10.1 11.8  1.55  5.56  4.31 112 1015.6  27.4  27.6  22.3 99.0 99.00
2007 01 07 07 00 115  9.7 11.0  1.63  5.56  4.34 113 1015.5  27.4  27.6  22.1 99.0 99.00
2007 01 07 08 00 116  9.4 11.2 99.00 99.00 99.00 999 1015.1  27.2  27.6  22.3 99.0 99.00
2007 01 07 09 00 119  9.9 11.3  1.71  6.25  4.42 116 1014.9  27.1  27.6  21.6 99.0 99.00
2007 01 07 10 00 114  9.6 11.2  1.69  6.25  4.54 128 1015.3  27.2  27.6  21.5 99.0 99.00
2007 01 07 11 00 119  9.7 11.4  1.65  6.25  4.45 100 1015.6  27.2  27.6  21.1 99.0 99.00
2007 01 07 12 00 113  8.6 10.1  1.65  7.14  4.52 106 1016.0  27.1  27.6  21.5 99.0 99.00
2007 01 07 13 00 108  7.8  8.9  1.57  7.14  4.65 113 1016.7  27.2  27.6  21.8 99.0 99.00
2007 01 07 14 00 103  7.7  8.9  1.38  5.88  4.47 120 1017.4  27.4  27.6  21.8 99.0 99.00
2007 01 07 15 00 101  8.1  9.3  1.50  7.14  4.72 112 1018.0  27.7  27.6  22.1 99.0 99.00
2007 01 07 16 00  99  8.7 10.1  1.45  6.25  4.63 118 1017.9  27.8  27.6  22.1 99.0 99.00
2007 01 07 17 00 102  9.4 11.0  1.57  5.88  4.64 114 1017.2  27.7  27.7  22.4 99.0 99.00
2007 01 07 18 00 104 10.2 11.9  1.58  5.56  4.31 128 1016.0  27.5  27.7  22.7 99.0 99.00
2007 01 07 19 00 104 10.2 11.9  1.58  5.56  4.31 128 1016.0  27.5  27.7  22.7 99.0 99.00
2007 01 07 20 00 102  9.5 11.1  1.65  5.26  4.36 112 1014.7  27.5  27.7  22.8 99.0 99.00
2007 01 07 21 00 103  8.8 10.9  1.57  5.56  4.43 119 1014.6  27.6  27.7  23.0 99.0 99.00
2007 01 07 22 00  99  8.1  9.2  1.51  5.88  4.50 120 1015.0  27.5  27.7  23.2 99.0 99.00
2007 01 07 23 00  98  8.2  9.6  1.50  5.88  4.43 117 1015.4  27.4  27.7  22.9 99.0 99.00
2007 01 08 00 00  90  7.6  9.1  1.47  6.25  4.60 121 1015.8  27.3  27.7  23.1 99.0 99.00
2007 01 08 01 00  89  7.5  8.6  1.46  6.25  4.56 122 1016.3  27.3  27.7  23.1 99.0 99.00
2007 01 08 02 00  86  7.0  8.0  1.35  5.88  4.60 133 1016.8  27.2  27.7  22.9 99.0 99.00
2007 01 08 03 00  89  7.5  8.6  1.46  6.25  4.56 122 1016.3  27.3  27.7  23.1 99.0 99.00
2007 01 08 04 00  82  5.9  7.1  1.37  6.25  4.71 126 1017.2  27.2  27.7  23.0 99.0 99.00
2007 01 08 05 00  84  6.5  7.2  1.34  6.25  4.67 124 1017.2  27.1  27.6  22.7 99.0 99.00
2007 01 08 06 00  85  5.1  6.2  1.26  6.25  4.74 123 1017.0  27.0  27.6  22.8 99.0 99.00
2007 01 08 07 00  65  4.6  5.6  1.30  5.88  4.96 119 1016.7  26.9  27.6  22.6 99.0 99.00
2007 01 08 08 00  65  4.4  5.2  1.36  6.67  5.21 117 1016.3  26.8  27.6  22.2 99.0 99.00
2007 01 08 09 00  55  4.6  5.4  1.21  6.67  5.12 108 1016.3  26.7  27.6  22.1 99.0 99.00
2007 01 08 10 00  40  4.9  5.9  1.19  6.67  5.24 110 1016.6  26.7  27.6  22.4 99.0 99.00
2007 01 08 11 00  40  4.9  5.9  1.19  6.67  5.24 110 1016.6  26.7  27.6  22.4 99.0 99.00
2007 01 08 12 00  42  5.3  6.3  1.20  7.14  5.38  97 1017.2  26.7  27.6  22.3 99.0 99.00
2007 01 08 13 00  36  6.0  7.6  1.22  7.14  5.44  97 1017.8  26.7  27.6  22.5 99.0 99.00
2007 01 08 14 00  52  5.9  6.8  1.10  6.67  5.33  99 1018.5  26.8  27.6  22.3 99.0 99.00
2007 01 08 15 00  56  6.8  7.8  1.10  7.14  5.31 105 1019.2  26.9  27.7  22.3 99.0 99.00
2007 01 08 16 00  56  6.8  7.8  1.10  7.14  5.31 105 1019.2  26.9  27.7  22.3 99.0 99.00
2007 01 08 17 00  60  6.5  7.5  1.15  6.67  5.17 110 1018.4  27.0  27.8  22.0 99.0 99.00
2007 01 08 18 00  76  6.7  7.5  1.09  6.67  5.13 111 1017.4  27.0  27.8  22.2 99.0 99.00
2007 01 08 19 00  75  5.5  6.7  1.03  6.67  4.98 106 1016.7  27.0  27.9  22.3 99.0 99.00
2007 01 08 20 00  79  6.0  6.9  1.01  6.25  4.95  95 1016.0  27.0  27.9  22.8 99.0 99.00
2007 01 08 21 00  84  6.3  7.4  1.02  9.09  4.84 116 1015.8  27.1  27.9  22.5 99.0 99.00
2007 01 08 22 00  65  5.5  6.4  1.05  6.25  4.91  98 1016.2  27.1  27.8  23.1 99.0 99.00
2007 01 08 23 00  87  5.2  6.6  1.01  5.88  4.91  95 1016.9  27.1  27.8  22.2 99.0 99.00
2007 01 09 00 00  65  5.5  6.4  1.05  6.25  4.91  98 1016.2  27.1  27.8  23.1 99.0 99.00
2007 01 09 01 00  67  4.7  5.5  1.00  7.69  5.17 119 1017.9  27.0  27.8  22.4 99.0 99.00
2007 01 09 02 00  72  4.6  5.5  0.99  8.33  5.21 118 1018.1  26.9  27.8  22.2 99.0 99.00
2007 01 09 03 00  72  5.3  6.1  0.98  8.33  5.25 129 1018.6  26.9  27.8  22.0 99.0 99.00
2007 01 09 04 00  72  5.3  6.1  0.98  8.33  5.25 129 1018.6  26.9  27.8  22.0 99.0 99.00
2007 01 09 05 00  65  4.5  5.4  0.96  8.33  5.13 116 1018.6  26.6  27.7  22.3 99.0 99.00
2007 01 09 06 00  59  4.3  5.2  1.00  9.09  5.37 119 1018.0  26.5  27.7  21.8 99.0 99.00
2007 01 09 07 00  37  5.5  6.5  1.01  8.33  5.38 104 1017.8  26.6  27.7  21.5 99.0 99.00
2007 01 09 08 00  59  4.3  5.2  1.00  9.09  5.37 119 1018.0  26.5  27.7  21.8 99.0 99.00
2007 01 09 09 00  23  6.5  8.0  1.14  7.69  5.82 103 1017.2  26.5  27.7  21.4 99.0 99.00
2007 01 09 10 00  28  6.5  7.9  1.02  8.33  5.44 102 1017.3  26.5  27.7  21.2 99.0 99.00
2007 01 09 11 00  28  6.7  8.0  1.17  7.69  5.74 108 1017.7  26.6  27.7  21.3 99.0 99.00
2007 01 09 12 00  16  6.9  8.4  1.11  7.69  5.55 108 1018.1  26.6  27.7  21.4 99.0 99.00
2007 01 09 13 00  30  6.1  8.1  1.07  7.69  5.30 115 1018.7  26.7  27.7  22.0 99.0 99.00
2007 01 09 14 00  43  6.3  7.3  1.17  8.33  5.41 120 1019.7  26.8  27.7  21.2 99.0 99.00
2007 01 09 15 00  48 10.4 11.7  1.22  9.09  5.19 115 1020.1  26.0  27.7  20.1 99.0 99.00
2007 01 09 16 00  59  8.9 10.0  1.17  4.55  5.03  62 1020.2  26.8  27.7  20.7 99.0 99.00
2007 01 09 17 00  53  8.7 10.5  1.25  8.33  5.05 115 1019.8  26.9  27.7  20.7 99.0 99.00
2007 01 09 18 00  59  7.7  8.9  1.23  8.33  5.01 110 1018.9  26.8  27.8  20.7 99.0 99.00
2007 01 09 19 00  48  7.9  9.3  1.31  4.76  4.95  70 1018.0  26.8  27.8  20.2 99.0 99.00
2007 01 09 20 00  46  8.5 10.1  1.27  4.76  4.96  65 1017.4  26.7  27.8  20.1 99.0 99.00
2007 01 09 21 00  46  8.7 10.0  1.36  5.56  4.99  84 1017.3  26.6  27.8  20.5 99.0 99.00
2007 01 09 22 00  46  8.8 10.0  1.39  5.00  5.05  67 1017.4  26.6  27.8  20.2 99.0 99.00
2007 01 09 23 00  43  8.4  9.5  1.39  5.26  5.12  72 1017.6  26.6  27.7  20.5 99.0 99.00
2007 01 10 00 00  48  9.3 11.6  1.39  5.56  5.22  81 1018.1  26.4  27.7  21.2 99.0 99.00
2007 01 10 01 00  59  7.7  8.9  1.23  8.33  5.01 110 1018.9  26.8  27.8  20.7 99.0 99.00
2007 01 10 02 00  37 12.7 14.6  1.79  8.33  5.65   7 1019.0  25.7  27.7  21.7 99.0 99.00
2007 01 10 03 00  27 12.7 15.6  2.26  9.09  5.89 360 1019.6  25.4  27.7  21.3 99.0 99.00
2007 01 10 04 00  32 12.2 15.7  2.87  9.09  6.36 350 1019.5  25.4  27.7  21.1 99.0 99.00
2007 01 10 05 00  36 11.6 13.6  3.09  9.09  6.51 357 1019.2  25.0  27.6  20.3 99.0 99.00
2007 01 10 06 00  35 12.0 13.9  3.05  8.33  6.29 351 1019.0  24.5  27.6  19.9 99.0 99.00
2007 01 10 08 00  38 10.0 12.0  2.77  9.09  6.37 359 1018.2  24.4  27.6  19.1 99.0 99.00
2007 01 10 09 00  33  9.8 11.4  2.51 10.00  6.34 348 1018.1  24.2  27.6  18.4 99.0 99.00
2007 01 10 10 00  31  9.8 13.0  2.60  9.09  6.41   1 1018.2  24.0  27.6  18.2 99.0 99.00
2007 01 10 11 00  34 10.3 12.7  2.36  9.09  6.24 352 1018.6  24.2  27.6  16.4 99.0 99.00
2007 01 10 12 00  39 10.5 12.9  2.39  9.09  6.21 351 1019.0  24.0  27.6  16.0 99.0 99.00
2007 01 10 13 00  41 11.7 14.2  2.46  9.09  6.10   5 1019.7  23.9  27.6  15.8 99.0 99.00
